unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
0	0	0	0	0	0	nan	1
0	0	0	0	0	0	nan	2
0	0	0	0	0	0	nan	3
0	0	0	0	0	0	nan	4
0	0	0	0	0	0	nan	5
0	0	0	0	0	0	nan	6
0	0	0	0	0	0	nan	7
0	0	0	0	0	0	nan	8
0	0	0	0	0	0	nan	9
0	0	0	0	0	0	nan	10
2	0	0	0	0	0	nan	11
2	0	0	0	0	0	nan	12
2	0	0	0	0	0	nan	13
2	0	0	0	0	0	nan	14
2	0	0	0	0	0	nan	15
2	0	0	0	0	0	nan	16
2	0	0	0	0	0	nan	17
2	0	0	0	0	0	1.51998	18
2	0	0	0	0	0	1.90846	19
2	0	0	0	0	0	1.88668	20
2	0	0	0	0	0	1.99492	21
2	0	0	0	0	0	0.240403	22
2	0	0	0	0	0	0.481101	23
2	0	0	0	0	0	0.446223	24
2	0	0	0	0	0	0.959832	25
2	0	0	0	0	0	2.01853	26
2	0	0	0	0	0	2.02522	27
2	0	0	0	0	0	1.31565	28
2	0	0	0	0	0	1.77404	29
5	3	0	0	0	0	1.94605	30
1494	1433	0	0	0	0	1.94211	31
1539	1489	0	0	0	0	1.0213	32
1563	1527	0	0	0	0	2.01513	33
1565	1556	0	0	0	0	0.240403	34
1569	1573	0	0	0	0	1.83793	35
1570	1579	0	0	0	0	0.279339	36
1571	1579	0	0	0	0	1.25011	37
1571	1580	0	0	0	0	20.3896	38
1571	1580	0	0	0	0	8830.91	39
1571	1579	0	0	0	0	8801.51	40
1571	1580	0	0	0	0	9651.49	41
1571	1580	0	0	0	0	9726.76	42
1571	1580	0	0	0	0	9816.96	43
1571	1580	0	0	0	0	9167.9	44
1571	1580	0	0	0	0	9251.29	45
1571	1580	0	0	0	0	9680.15	46
1571	1580	0	0	0	0	9928.23	47
1571	1580	0	0	0	0	9253.33	48
1571	1580	0	0	0	0	9912.07	49
1572	1580	0	0	0	0	9235.52	50
1572	1580	0	0	0	0	9932.21	51
1572	1580	0	0	0	0	9964.04	52
1572	1580	0	0	0	0	9302.8	53
1572	1580	0	0	0	0	10002.7	54
1572	1580	0	0	0	0	9906.67	55
