ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.991359	0.730881	0.958008	28647.3
0.987073	0.730658	0.95692	28614.8
0.996542	0.731042	0.95927	28685
0.997374	0.731138	0.959492	28691.7
0.375734	0.530871	0.521027	15580.3
0.999999	0.181078	0.490509	14667.7
0.995021	1	0.999988	29902.6
0.690893	1	0.946365	28299.1
0.671539	1	0.938934	28077
0.63791	1	0.924688	27650.9
0.528669	1	0.865639	25885.2
0.627616	1	0.919976	27510.1
0.286343	1.05601e-07	5.53784e-07	0.0165598
0.80002	0.203518	0.458353	13706.1
0.999906	0.00011726	0.0011785	35.2405
0.999368	0.000231817	0.0021708	64.9135
0.962318	0.00819346	0.046069	1377.6
0.116691	1	0.36737	10985.5
1	0.0118115	0.064239	1920.94
0.619855	0.0217721	0.0715993	2141.03
0.850462	0.00186656	0.0118195	353.438
0.494164	4.56737e-05	0.000264048	7.89581
0.672832	4.35648e-05	0.000335254	10.0251
0.998451	0.00657731	0.0395714	1183.3
0.999908	3.15398e-53	3.84399e-51	1.14947e-46
0.977148	0.0292478	0.130181	3892.81
1	2.59626e-36	2.15331e-34	6.43906e-30
0.736028	1	0.961611	28755.1
1	0.88785	0.993462	29707.5
0.690543	1	0.946235	28295.3
0.264113	1	0.615748	18412.7
0.698782	0.00311166	0.0155055	463.66
1	3.26845e-42	3.15485e-40	9.43394e-36
0.999921	1.7653e-33	1.34888e-31	4.03356e-27
0.670839	1	0.938656	28068.6
0.998517	1	0.999999	29903
0.798815	0.803533	0.926457	27703.9
0.377763	0.308007	0.366644	10963.8
0.945255	0.205174	0.512044	15311.7
1	1	1	29903
0.50177	0.016903	0.0489367	1463.35
0.921071	0.0505011	0.189222	5658.32
0.792815	0.418857	0.698154	20876.9
0.744792	1	0.964245	28833.8
0.0639584	0.345492	0.106338	3179.83
0.0138554	0.333932	0.0294998	882.133
0.0323049	0.34123	0.0607141	1815.53
0.254371	0.311792	0.280315	8382.27
0.00391741	0.31551	0.00951199	284.437
0.999979	9.3372e-15	3.10967e-13	9.29885e-09
0.962956	0.00120845	0.0090257	269.895
0.999998	1.34187e-28	8.74608e-27	2.61534e-22
0.47123	0.687248	0.688985	20602.7
0.985183	1	0.99989	29899.7
0.806933	1	0.980032	29305.9
0.291933	0.00137434	0.00353914	105.831
0.959542	0.757535	0.958752	28669.6
0.84928	0.068087	0.222645	6657.76
0.840253	0.0772705	0.242469	7250.54
0.979557	0.412974	0.770642	23044.5
1	0	0	0
0.822742	1	0.983269	29402.7
0.98565	1	0.999897	29899.9
0.797616	1	0.977979	29244.5
0.895536	1	0.994343	29733.8
0.947145	0.212725	0.524266	15677.1
0.999989	2.15655e-08	4.02238e-07	0.0120281
0.898471	1	0.994662	29743.4
0.862682	1	0.990108	29607.2
0.178946	0.612696	0.352004	10526
0.726266	5.87175e-09	8.6453e-08	0.00258521
0.709298	6.71106e-14	1.50782e-12	4.50883e-08
1	9.00645e-26	5.28402e-24	1.58008e-19
0.999146	1	1	29903
0.980295	1	0.999805	29897.2
0.999996	0.880286	0.992529	29679.6
0.0408425	5.53852e-24	1.30631e-23	3.90625e-19
0.800413	5.78056e-23	2.42573e-21	7.25368e-17
1	2.66203e-27	1.65554e-25	4.95055e-21
0.941091	2.34042e-26	1.32324e-24	3.95687e-20
1	3.77545e-24	2.07399e-22	6.20185e-18
1	1.0317e-27	6.514e-26	1.94788e-21
0.78887	0.163469	0.393093	11754.7
0.948083	0.163973	0.444827	13301.7
0.899568	1	0.994779	29746.9
0.615596	1	0.914261	27339.2
0.960026	1	0.99919	29878.8
0.39228	1	0.759368	22707.4
0.97992	1	0.999797	29896.9
