unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
0	0	0	0	0	0	nan	1
0	0	0	0	0	0	nan	2
0	0	0	0	0	0	nan	3
0	0	0	0	0	0	nan	4
0	0	0	0	0	0	nan	5
0	0	0	0	0	0	nan	6
0	0	0	0	0	0	nan	7
1	0	0	0	0	0	nan	8
1	0	0	0	0	0	-1.58738	9
1	0	0	0	0	0	-1.21748	10
2	0	0	0	0	0	-1.93354	11
2	0	0	0	0	0	-1.76395	12
2	0	0	0	0	0	-1.58738	13
3	0	0	0	0	0	-1.53422	14
3	0	0	0	0	0	-1.23707	15
3	0	0	0	0	0	-1.89925	16
3	0	0	0	0	0	-1.21748	17
5	0	0	0	0	0	-3.16653	18
5	0	0	0	0	0	-1.20793	19
5	0	0	0	0	0	-1.41981	20
5	0	0	0	0	0	-1.15843	21
5	0	0	0	0	0	-1.58937	22
5	0	0	0	0	0	-0.848455	23
8	0	0	0	0	0	-3.01884	24
8	0	0	0	0	0	8.66773	25
11	1	0	0	0	0	7.72192	26
11	1	0	0	0	0	7.23236	27
11	1	0	0	0	0	6.73447	28
11	1	0	0	0	0	23.374	29
26	10	0	0	0	0	24.4854	30
9294	9327	0	0	0	0	21.8055	31
9609	9712	0	0	0	0	27.7125	32
9970	10249	0	0	0	0	27.277	33
10112	10559	0	0	0	0	26.8481	34
10343	10843	0	0	0	0	30.9581	35
10486	11028	0	0	0	0	28.9519	36
10601	11182	0	0	0	0	29.9984	37
10619	11208	0	0	0	0	145.668	38
10655	11257	0	0	0	0	56323.5	39
10682	11279	0	0	0	0	61175.2	40
10692	11297	0	0	0	0	64271.9	41
10714	11301	0	0	0	0	64763	42
10719	11304	0	0	0	0	65845.9	43
10722	11306	0	0	0	0	70522.3	44
10722	11306	0	0	0	0	71047.4	45
10739	11322	0	0	0	0	66829.9	46
10739	11324	0	0	0	0	67498.5	47
10741	11325	0	0	0	0	71315	48
10741	11325	0	0	0	0	67650.8	49
10754	11331	0	0	0	0	71461.5	50
10755	11333	0	0	0	0	67875.4	51
10755	11334	0	0	0	0	67842.9	52
10756	11334	0	0	0	0	72143.4	53
