ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.80333	1	0.979251	29282.5
0.0282126	1	0.128875	3853.74
0.95342	1	0.998898	29870
0.3542	1	0.721822	21584.6
0.764432	1	0.969775	28999.2
0.86477	1	0.990414	29616.3
0.97191	1	0.999602	29891.1
0.995939	0.850859	0.987715	29535.6
0.693666	0.000249948	0.00167486	50.0833
0.728995	0.622835	0.812539	24297.4
0.999899	1	1	29903
0.125665	0.268324	0.148016	4426.11
0.999981	0.77542	0.972645	29085
0.330893	0.268363	0.303816	9085
1	0.216921	0.548424	16399.5
0.498712	1	0.845679	25288.3
0.326689	1	0.692172	20698
0.921291	0.603178	0.88219	26380.1
0.989644	3.90847e-218	1.94023e-215	5.80186e-211
0.992749	0.35938	0.724485	21664.3
1	5.66533e-35	4.52411e-33	1.35284e-28
5.51207e-06	1.16703e-207	3.14942e-210	9.41771e-206
0.999998	1.83383e-60	2.54074e-58	7.59757e-54
0.363612	1	0.731466	21873
0.297142	0.19759	0.225167	6733.18
1	0.0716873	0.260615	7793.17
0.034907	0.865739	0.135968	4065.87
0.99205	1	0.999968	29902.1
1	0.893067	0.994067	29725.6
0.999878	0.791795	0.976619	29203.8
0.999999	0.54966	0.878606	26273
0.30763	1.30285e-30	2.84531e-29	8.50833e-25
0.95374	1.9647e-30	1.30135e-28	3.89144e-24
0.999999	0.0123182	0.0664771	1987.87
1	0.166999	0.465888	13931.5
0.393642	0.246372	0.323264	9666.57
1	0.000181352	0.00174371	52.1421
0.926924	1	0.997262	29821.1
1	0.00179356	0.0131352	392.783
0.326886	1	0.692392	20704.6
0.998937	0.952588	0.998808	29867.4
1	0.878805	0.99234	29673.9
0.901047	0.8788	0.976652	29204.8
0.792192	1	0.976734	29207.3
0.883787	2.93995e-13	7.78934e-12	2.32925e-07
1	3.31303e-11	8.32584e-10	2.48968e-05
0.999993	4.44085e-05	0.000489471	14.6367
0.0879995	1	0.301876	9026.99
0.704006	1	0.95109	28440.4
0.184164	1	0.495757	14824.6
0.486644	1	0.837136	25032.9
0.436292	1	0.798172	23867.7
0.755902	1	0.967436	28929.2
1	1	1	29903
0.322311	1	0.687244	20550.6
0.439851	1	0.801109	23955.6
0.999999	1	1	29903
0.32303	1	0.688057	20575
0.171203	6.10701e-09	2.26659e-08	0.00067778
0.999999	9.70846e-08	1.66477e-06	0.0497818
0.498794	1.42997e-09	1.57354e-08	0.000470535
0.829673	2.20423e-09	3.86233e-08	0.00115495
0.975833	1.73027e-07	2.80187e-06	0.0837844
1	3.753e-08	6.79222e-07	0.0203108
0.512987	1	0.855408	25579.3
0.52136	1	0.860929	25744.4
0.840854	1.42563e-05	0.000147825	4.42042
0.18299	0.000164635	0.000343746	10.279
6.59803e-05	0.000167666	2.13727e-07	0.00639107
1.05566e-06	1.6805e-09	6.20304e-14	1.85489e-09
0.973121	4.17391e-27	2.50885e-25	7.50222e-21
0.999927	0.00633746	0.0384108	1148.6
0.945172	1	0.998469	29857.2
0.999884	0.0124366	0.066991	2003.23
0.950382	1	0.998748	29865.6
0.999748	0.409654	0.775154	23179.4
0.95001	1	0.998729	29865
0.624737	1	0.918629	27469.7
0.0183851	1	0.0918561	2746.77
0.0178586	0.00458638	0.000852637	25.4964
0.110402	0.0802407	0.0507282	1516.92
0.101797	0.951129	0.32289	9655.37
0.64208	1	0.926549	27706.6
0.688563	1	0.945499	28273.3
1	0.0773817	0.275402	8235.34
1	1	1	29903
1	0.396827	0.763596	22833.8
0.999977	0.168671	0.468865	14020.5
0.85346	1	0.988696	29565
0.612228	1	0.912618	27290
0.86099	1	0.989857	29599.7
0.867697	1.47929e-58	1.72384e-56	5.1548e-52
0.999938	1.47929e-58	1.98446e-56	5.93414e-52
0.874645	1.47929e-58	1.73754e-56	5.19577e-52
0.94833	1	0.998641	29862.4
0.999423	1	1	29903
0.92938	0.0273017	0.118598	3546.42
7.21817e-17	0.718306	1.99607e-15	5.96886e-11
1.11275e-21	0.718306	3.96276e-20	1.18498e-15
0.926484	1	0.997229	29820.1
0.812941	1	0.981298	29343.8
0.996501	0.000256841	0.00237273	70.9517
0.163897	2.35017e-26	2.38127e-25	7.12072e-21
0.887607	2.6338e-11	5.95648e-10	1.78116e-05
0.252898	1	0.600575	17959
0.987261	1	0.999919	29900.6
0.711795	1	0.953781	28520.9
0.938396	1	0.998062	29845.1
0.54184	1	0.873871	26131.4
0.54168	1	0.873773	26128.4
0.54168	1	0.873773	26128.4
0.74393	1	0.963991	28826.2
1	8.7915e-13	2.52842e-11	7.56073e-07
0.877428	1	0.992161	29668.6
0.614479	1	0.913719	27322.9
1	1	1	29903
0.999954	0.000269643	0.00248558	74.3264
0.96897	0.330405	0.684793	20477.4
0.875715	0.269057	0.576213	17230.5
0.330185	0.0342541	0.062003	1854.08
0.300233	0.665723	0.521681	15599.8
1	7.59783e-06	9.71584e-05	2.90533
0.995292	1	0.999989	29902.7
0.870548	0.642361	0.884238	26441.4
0.999965	0.0329771	0.145489	4350.56
0.696918	1	0.948566	28365
0.603429	1	0.908237	27159
0.956165	0.610549	0.897992	26852.6
0.984346	0.133584	0.398267	11909.4
0.970701	0.178441	0.476895	14260.6
0.031126	1	0.139124	4160.23
0.422822	0.000146246	0.000661089	19.7685
0.928478	0.00222962	0.014864	444.478
0.959078	1	0.999151	29877.6
0.699327	1	0.949432	28390.9
0.957286	1	0.999074	29875.3
0.999863	0.399649	0.766145	22910
0.94639	1	0.998537	29859.2
0.00137078	0.404955	0.00471636	141.033
0.999972	1	1	29903
1	0.0254168	0.118756	3551.17
0.0138608	0.827481	0.0627163	1875.41
1	1	1	29903
0.962437	9.29636e-23	4.63178e-21	1.38504e-16
0.999855	9.15569e-77	1.61194e-74	4.8202e-70
2.8297e-134	2.87577e-24	2.9516e-155	8.82617e-151
1	2.07225e-25	1.1985e-23	3.58389e-19
1	3.93202e-40	3.60701e-38	1.0786e-33
0.45306	0.625524	0.640738	19160
0.945441	0.625453	0.902003	26972.6
0.918941	0.625453	0.89306	26705.2
0.999812	2.29031e-83	4.38021e-81	1.30982e-76
0.556059	0.625456	0.715111	21384
0.995311	0.66907	0.936679	28009.5
1	1.81022e-47	1.9664e-45	5.88013e-41
0.66328	0.71852	0.829783	24813
0.93048	0.392666	0.733239	21926
0.99702	0.253708	0.600649	17961.2
0.767686	0.0472063	0.156468	4678.87
0.652479	0.269685	0.481697	14404.2
0.58608	0.40145	0.575728	17216
0.174577	0.401423	0.256359	7665.89
0.211586	0.40153	0.294431	8804.37
1	0.25395	0.602019	18002.2
1	0.725314	0.958249	28654.5
0.769678	1	0.971167	29040.8
0.9163	1	0.996395	29795.2
0.674243	1	0.940006	28109
0.603303	1	0.908174	27157.1
0.0384984	1	0.163893	4900.89
