ID or #		Start	End	Type	Contig
==================================================
MN908947.3:1..29903		1	29903	partial	SC2297:183-22895,SC2297:23115-29825
gene-orf1ab		266	21555	complete	SC2297:266-21555
cds-QHD43415.1		266	13468	complete	SC2297:266-13468
cds-QHD43415.1		13468	21555	complete	SC2297:13468-21555
gene-S		21563	25384	partial	SC2297:21563-22895,SC2297:23115-25373
cds-QHD43416.1		21563	25384	partial	SC2297:21563-22895,SC2297:23115-25373
gene-ORF3a		25393	26220	complete	SC2297:25382-26209
cds-QHD43417.1		25393	26220	complete	SC2297:25382-26209
gene-E		26245	26472	complete	SC2297:26234-26461
cds-QHD43418.1		26245	26472	complete	SC2297:26234-26461
gene-M		26523	27191	complete	SC2297:26512-27180
cds-QHD43419.1		26523	27191	complete	SC2297:26512-27180
gene-ORF6		27202	27387	complete	SC2297:27191-27376
cds-QHD43420.1		27202	27387	complete	SC2297:27191-27376
gene-ORF7a		27394	27759	complete	SC2297:27383-27748
cds-QHD43421.1		27394	27759	complete	SC2297:27383-27748
gene-ORF8		27894	28259	complete	SC2297:27883-28248
cds-QHD43422.1		27894	28259	complete	SC2297:27883-28248
gene-N		28274	29533	complete	SC2297:28263-29522
cds-QHD43423.2		28274	29533	complete	SC2297:28263-29522
gene-ORF10		29558	29674	complete	SC2297:29547-29663
cds-QHI42199.1		29558	29674	complete	SC2297:29547-29663
id-MN908947.3:29675..29903		29675	29903	partial	SC2297:29664-29825
