ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.818468	0.722109	0.901842	26967.8
0.871935	1	0.991425	29646.6
0.585696	1	0.899017	26883.3
1	1	1	29903
0.80024	1	0.978568	29262.1
0.879328	1	0.992407	29676
0.993375	1	0.999978	29902.3
0.809753	1	0.980632	29323.8
0.809753	1	0.980632	29323.8
0.908992	1	0.995727	29775.2
0.978864	0.787924	0.971582	29053.2
0.97659	0.798989	0.973871	29121.7
0.92354	0.798974	0.962178	28772
0.99029	0.798873	0.976483	29199.8
0.999866	0.899438	0.994752	29746.1
0.585136	1	0.898717	26874.3
0.876426	1	0.992029	29664.6
0.979558	1	0.99979	29896.7
0.774434	1	0.972397	29077.6
0.977333	1	0.999741	29895.3
0.990973	1	0.999959	29901.8
0.997324	1	0.999996	29902.9
0.995092	1	0.999988	29902.6
0.918406	1	0.996577	29800.6
0.859527	1	0.989636	29593.1
0.625315	1	0.9189	27477.9
0.565148	1	0.88766	26543.7
0.659635	1	0.934088	27932
0.903716	1	0.995208	29759.7
2.20846e-17	0.591842	5.21204e-16	1.55856e-11
0.00140802	1	0.0106525	318.542
0.915937	0.416991	0.749552	22413.8
0.967981	0.45502	0.801601	23970.3
0.105065	1	0.341796	10220.7
0.814261	1	0.981571	29351.9
1	0.0019072	0.0138503	414.166
1	0.00173721	0.012778	382.1
0.216438	0.897917	0.512703	15331.4
0.434681	0.577369	0.597918	17879.5
0.761599	1	0.969009	28976.3
0.999836	0.791214	0.976475	29199.5
0.00229656	0.76395	0.0128875	385.375
0.0209959	1	0.102112	3053.45
0.0108555	0.937488	0.0568646	1700.42
1.13602e-06	1	1.66858e-05	0.498955
0.578528	1	0.895138	26767.3
0.999941	0.930017	0.997488	29827.9
0.999916	0.790661	0.97636	29196.1
0.716929	0.000320195	0.0021531	64.3842
0.802815	3.83416e-05	0.000350555	10.4827
1	0.000190185	0.0018196	54.4114
0.995181	0.000344467	0.00307784	92.0365
0.99842	0.000343443	0.00307858	92.0588
0.995704	0.00238877	0.0167478	500.809
0.871052	6.7211e-07	8.98707e-06	0.26874
0.0638983	1.50337e-12	2.97543e-12	8.89742e-08
0.0960272	5.77837e-12	1.62136e-11	4.84836e-07
1	7.31608e-09	1.4437e-07	0.00431708
0.922244	7.38324e-09	1.34855e-07	0.00403257
0.838194	7.29771e-09	1.21801e-07	0.00364221
1.81599e-06	7.26766e-09	4.34989e-13	1.30075e-08
0.0018674	3.47667e-08	1.58788e-09	4.74824e-05
0.00023025	7.43859e-09	4.81157e-11	1.4388e-06
0.00017928	1.38235e-07	6.29998e-10	1.88388e-05
4.51234e-07	4.51942e-09	7.10215e-14	2.12376e-09
0.0110523	2.20844e-09	6.20854e-10	1.85654e-05
1	0.628268	0.92028	27519.1
0.773206	0.137179	0.344049	10288.1
0.407322	0.000104009	0.000468949	14.023
0.994691	0	0	0
0.714438	0.00176158	0.00966283	288.948
0.999968	2.62664e-45	2.72244e-43	8.14091e-39
0.983858	2.96628e-07	4.68318e-06	0.140041
1	6.74018e-29	4.43954e-27	1.32756e-22
0.836413	1	0.985824	29479.1
0.964417	1	0.999359	29883.8
0.969258	1	0.999523	29888.7
0.999998	1	1	29903
