ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.996475	0.424745	0.787155	23538.3
0.909344	1	0.995761	29776.2
0.457514	1	0.815266	24378.9
0.544755	1	0.87565	26184.6
0.996165	0.424755	0.787051	23535.2
0.999622	0.332048	0.697985	20871.8
0.997464	0.33261	0.697813	20866.7
0.999999	0.0240958	0.11387	3405.05
0.680654	1	0.942502	28183.6
0.177375	0.361674	0.240345	7187.04
0.893505	1	0.994117	29727.1
0.97463	1	0.999675	29893.3
0.0611475	1	0.232022	6938.16
0.525152	0.322307	0.469921	14052
0.722795	1	0.957436	28630.2
0.437243	1	0.798959	23891.3
0.0569125	1	0.220038	6579.78
0.189808	1	0.505219	15107.6
0.144582	1	0.42419	12684.6
0.437243	1	0.798959	23891.3
0.999846	0.450091	0.809346	24201.9
0.93128	0.860091	0.978734	29267.1
0.222493	0.855575	0.506135	15135
0.242453	0.867983	0.53843	16100.7
0.649788	0.855574	0.882331	26384.3
0.270656	0.87766	0.578991	17313.6
0.13038	1	0.396003	11841.7
0.504136	1	0.849423	25400.3
0.999988	0.898548	0.994669	29743.6
1	0.00315438	0.0213204	637.543
0.719737	0.00936415	0.0404365	1209.17
0.940711	0.00392575	0.0243787	728.995
0.894088	0.00149298	0.0101702	304.119
0.997116	0.000871496	0.00699374	209.134
0.514967	0.0014933	0.00628306	187.882
0.752543	0.00149479	0.00876298	262.039
0.70182	0.00050537	0.00317235	94.8628
0.619705	0.00149384	0.00739197	221.042
0.872233	7.53285e-35	5.23712e-33	1.56606e-28
0.836385	8.80659e-06	9.44186e-05	2.8234
0.126229	2.33006e-08	6.07196e-08	0.0018157
0.998724	0.0177348	0.0891544	2665.98
1	3.00893e-63	4.36179e-61	1.30431e-56
0.761729	2.40534e-11	4.713e-10	1.40933e-05
0.798084	1	0.978085	29247.7
0.83346	1	0.985291	29463.2
0.246077	1	0.591104	17675.8
0.999814	0.70699	0.952085	28470.2
1.39854e-05	0.441771	8.02846e-05	2.40075
0.58876	1	0.900648	26932.1
0.930973	1	0.997561	29830.1
0.146242	1	0.427391	12780.3
0.999996	0.00642597	0.0388604	1162.04
0.884071	0.0067808	0.0366689	1096.51
0.628304	1.94946e-05	0.00015078	4.50879
0.999965	1.15115e-38	1.01709e-36	3.04141e-32
0.931084	1	0.997569	29830.3
0.99999	2.04926e-25	1.18543e-23	3.54479e-19
0.702692	1	0.950628	28426.6
0.336721	0.887564	0.659819	19730.6
0.991919	1.08152e-17	4.29902e-16	1.28554e-11
0.926802	1	0.997253	29820.9
0.167102	0.55881	0.314787	9413.09
0.145765	0.566544	0.28854	8628.2
0.744058	1	0.964029	28827.3
0.800523	0.558707	0.807131	24135.6
0.559919	0.564657	0.680223	20340.7
1	9.44025e-23	4.88197e-21	1.45986e-16
0.774127	9.84985e-05	0.000799217	23.899
0.999993	1.30679e-19	5.81278e-18	1.7382e-13
0.999716	1	1	29903
0.999707	1	1	29903
0.0277666	1	0.12728	3806.05
0.999781	1	1	29903
0.0107631	0.000156192	2.40331e-05	0.718662
1	0.630929	0.921511	27555.9
