unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
1	0	0	0	0	0	nan	1
5	0	0	0	0	0	nan	2
8	2	0	0	0	0	nan	3
11	2	0	0	0	0	nan	4
21	5	0	0	0	0	nan	5
31	5	0	0	0	0	nan	6
55	5	0	0	0	0	24.4494	7
58	5	0	0	0	0	24.1007	8
62	5	0	0	0	0	99.3246	9
72	5	0	0	0	0	104.274	10
85	15	0	0	0	0	102.161	11
99	22	0	0	0	0	113.451	12
143	24	0	0	0	0	111.152	13
147	24	0	0	0	0	128.055	14
148	25	0	0	0	0	239.178	15
152	29	0	0	0	0	249.624	16
163	30	0	0	0	0	222.496	17
180	34	0	0	0	0	231.474	18
182	34	0	0	0	0	322.792	19
185	34	0	0	0	0	354.88	20
186	34	0	0	0	0	411.709	21
192	36	0	0	0	0	387.2	22
201	38	0	0	0	0	409.308	23
367	38	0	0	0	0	432.879	24
371	39	0	0	0	0	920.158	25
415	40	0	0	0	0	995.837	26
426	41	0	0	0	0	1019.94	27
428	41	0	0	0	0	1307.77	28
448	47	0	0	0	0	1207.5	29
454	49	0	0	0	0	1234.14	30
3431	3960	0	0	0	0	1262.4	31
3528	4120	0	0	0	0	1419	32
3644	4319	0	0	0	0	1477.2	33
3708	4458	0	0	0	0	1302.38	34
3783	4583	0	0	0	0	1331.06	35
3852	4681	0	0	0	0	1509.09	36
3961	4808	0	0	0	0	1562.88	37
3987	4847	0	0	0	0	1382.02	38
4009	4886	0	0	0	0	21440.7	39
4032	4913	0	0	0	0	24605.2	40
4052	4925	0	0	0	0	25899	41
4058	4930	0	0	0	0	26029.4	42
4067	4937	0	0	0	0	26495.8	43
4071	4942	0	0	0	0	29320.2	44
4071	4942	0	0	0	0	30414.4	45
4075	4950	0	0	0	0	26371.8	46
4077	4950	0	0	0	0	27013.8	47
4077	4950	0	0	0	0	29812.1	48
4085	4952	0	0	0	0	27134.4	49
4105	4964	0	0	0	0	29855.9	50
4105	4965	0	0	0	0	27313.2	51
4108	4969	0	0	0	0	27444.3	52
4111	4971	0	0	0	0	31061.9	53
4112	4973	0	0	0	0	27567.3	54
4114	4973	0	0	0	0	27227.8	55
4117	4977	0	0	0	0	31179.7	56
4120	4981	0	0	0	0	27085.2	57
4120	4982	0	0	0	0	27555.5	58
4120	4982	0	0	0	0	30441.4	59
4120	4983	0	0	0	0	27748.9	60
4132	4989	0	0	0	0	31335.9	61
4133	4989	0	0	0	0	27657.2	62
4133	4989	0	0	0	0	27677.5	63
4134	4989	0	0	0	0	30549	64
4136	4992	0	0	0	0	27686.2	65
4137	4996	0	0	0	0	30530	66
4137	4996	0	0	0	0	27818.4	67
4154	4999	0	0	0	0	27407.5	68
4159	5000	0	0	0	0	27243.7	69
4162	5000	0	0	0	0	27277.6	70
4120	4972	0	0	0	0	30360.3	71
4127	4974	0	0	0	0	31324.6	72
4128	4975	0	0	0	0	27447.7	73
4128	4977	0	0	0	0	27477.2	74
4132	4978	0	0	0	0	30597.3	75
950	2079	0	0	0	0	9367.25	76
19	952	0	0	0	0	3075.99	77
19	952	0	0	0	0	3070.98	78
19	952	0	0	0	0	2825.34	79
19	952	0	0	0	0	2838.6	80
19	952	0	0	0	0	2834.9	81
19	952	0	0	0	0	2829.35	82
19	952	0	0	0	0	3056.41	83
19	952	0	0	0	0	3046.99	84
19	952	0	0	0	0	3071.61	85
21	952	0	0	0	0	3586.92	86
21	952	0	0	0	0	3079.5	87
22	952	0	0	0	0	3561.3	88
22	952	0	0	0	0	3072.43	89
23	952	0	0	0	0	3533.78	90
23	953	0	0	0	0	3503.87	91
23	954	0	0	0	0	3078.72	92
23	954	0	0	0	0	3072.09	93
25	954	0	0	0	0	3591.38	94
25	954	0	0	0	0	3092.46	95
26	954	0	0	0	0	3078.22	96
26	954	0	0	0	0	2875.94	97
26	954	0	0	0	0	3078.06	98
26	954	0	0	0	0	3071.74	99
26	954	0	0	0	0	3076.83	100
27	954	0	0	0	0	3585.32	101
27	954	0	0	0	0	3550.36	102
27	954	0	0	0	0	3055.32	103
27	954	0	0	0	0	3082.89	104
28	954	0	0	0	0	3595.19	105
28	954	0	0	0	0	3073.22	106
28	954	0	0	0	0	2863.99	107
28	954	0	0	0	0	3089.6	108
28	954	0	0	0	0	3579.74	109
28	954	0	0	0	0	3088.18	110
28	954	0	0	0	0	3070.1	111
28	954	0	0	0	0	3094.04	112
29	954	0	0	0	0	2856.28	113
29	954	0	0	0	0	3607.25	114
29	954	0	0	0	0	3092.91	115
29	954	0	0	0	0	3591.57	116
29	955	0	0	0	0	3083.92	117
29	955	0	0	0	0	2856.17	118
28	955	0	0	0	0	3092.21	119
28	957	0	0	0	0	3091.54	120
28	956	0	0	0	0	3093.45	121
28	956	0	0	0	0	2865.85	122
28	957	0	0	0	0	3093.33	123
29	957	0	0	0	0	3604.7	124
29	958	0	0	0	0	3076.79	125
29	958	0	0	0	0	2887.25	126
30	958	0	0	0	0	3588.28	127
30	958	0	0	0	0	3114.56	128
31	958	0	0	0	0	2877.2	129
32	958	0	0	0	0	3090.46	130
32	958	0	0	0	0	2871.59	131
32	958	0	0	0	0	2829.2	132
32	958	0	0	0	0	3077.4	133
32	958	0	0	0	0	3092.49	134
33	958	0	0	0	0	2879.99	135
33	958	0	0	0	0	2882.35	136
33	958	0	0	0	0	3110.39	137
33	958	0	0	0	0	2890.51	138
33	958	0	0	0	0	2898.46	139
33	958	0	0	0	0	3105.53	140
33	958	0	0	0	0	3111.63	141
33	958	0	0	0	0	2903.66	142
33	958	0	0	0	0	2883.5	143
33	958	0	0	0	0	3123.18	144
34	958	0	0	0	0	3119.1	145
34	958	0	0	0	0	2902.7	146
34	958	0	0	0	0	3107.77	147
34	958	0	0	0	0	3134.68	148
39	958	0	0	0	0	3632.66	149
39	958	0	0	0	0	3124.87	150
53	958	0	0	0	0	3137.44	151
78	958	0	0	0	0	3702.14	152
78	958	0	0	0	0	3260.55	153
109	958	0	0	0	0	3263.35	154
143	958	0	0	0	0	3847.9	155
155	958	0	0	0	0	3200.7	156
163	958	0	0	0	0	3531.82	157
181	958	0	0	0	0	3279.93	158
238	958	0	0	0	0	4070.2	159
443	958	0	0	0	0	4029.55	160
894	958	0	0	0	0	4111.27	161
911	958	0	0	0	0	4513.62	162
951	958	0	0	0	0	4122.27	163
980	958	0	0	0	0	4533.31	164
993	958	0	0	0	0	6546.89	165
999	958	0	0	0	0	5759.06	166
1008	958	0	0	0	0	6552.93	167
1009	958	0	0	0	0	5954.79	168
1016	958	0	0	0	0	5882.18	169
1017	958	0	0	0	0	5806.84	170
1017	958	0	0	0	0	6227.18	171
1017	958	0	0	0	0	5924.92	172
1020	958	0	0	0	0	6461.65	173
1020	958	0	0	0	0	6605.58	174
1020	958	0	0	0	0	5901.9	175
1020	958	0	0	0	0	6456.81	176
1021	958	0	0	0	0	5968.28	177
1024	958	0	0	0	0	5902.3	178
1024	958	0	0	0	0	5937.11	179
1024	959	0	0	0	0	6507.19	180
1024	959	0	0	0	0	5948.1	181
1024	959	0	0	0	0	5864.26	182
1024	959	0	0	0	0	6551.05	183
1024	959	0	0	0	0	5907.71	184
1029	959	0	0	0	0	6651.32	185
1030	959	0	0	0	0	6609.11	186
1031	959	0	0	0	0	5900.96	187
1031	959	0	0	0	0	6687.61	188
1032	959	0	0	0	0	6591.54	189
1032	959	0	0	0	0	6562.95	190
1032	959	0	0	0	0	5949.24	191
1032	959	0	0	0	0	6622.98	192
1032	959	0	0	0	0	6536.06	193
1032	959	0	0	0	0	6026.95	194
1032	959	0	0	0	0	6007.83	195
1032	959	0	0	0	0	5968	196
1032	959	0	0	0	0	6573.59	197
1033	959	0	0	0	0	6738.78	198
1033	959	0	0	0	0	6562.93	199
1033	959	0	0	0	0	6042.64	200
1033	959	0	0	0	0	5983.46	201
1033	959	0	0	0	0	5956.96	202
1034	959	0	0	0	0	6538.14	203
1034	959	0	0	0	0	6667.62	204
1034	959	0	0	0	0	5897.25	205
1034	959	0	0	0	0	6568.7	206
1034	959	0	0	0	0	6647.95	207
1035	966	0	0	0	0	6752.68	208
1035	966	0	0	0	0	5917.8	209
1036	966	0	0	0	0	6692.23	210
1036	966	0	0	0	0	6012.75	211
1036	966	0	0	0	0	6010.06	212
1036	966	0	0	0	0	6644.86	213
1037	967	0	0	0	0	6593.72	214
1037	967	0	0	0	0	5891.43	215
1037	967	0	0	0	0	6751.46	216
1037	967	0	0	0	0	6674.67	217
1037	968	0	0	0	0	6698.07	218
1037	968	0	0	0	0	6756.43	219
1037	968	0	0	0	0	6009.27	220
1037	968	0	0	0	0	6029.84	221
1037	968	0	0	0	0	6761.96	222
1037	969	0	0	0	0	6038.02	223
1037	969	0	0	0	0	5984.73	224
1037	969	0	0	0	0	6757.28	225
1037	969	0	0	0	0	5941.29	226
1037	969	0	0	0	0	6777.84	227
1036	968	0	0	0	0	6692.14	228
1036	968	0	0	0	0	5853.86	229
1036	968	0	0	0	0	6772.94	230
1036	968	0	0	0	0	5923.41	231
1035	968	0	0	0	0	5891.45	232
1035	968	0	0	0	0	6777.66	233
1035	968	0	0	0	0	5870.15	234
1035	968	0	0	0	0	5988.93	235
1036	968	0	0	0	0	6681.64	236
1035	968	0	0	0	0	6691.95	237
1035	965	0	0	0	0	5901.82	238
1035	964	0	0	0	0	5925.97	239
1035	962	0	0	0	0	5972.26	240
1035	962	0	0	0	0	5997.03	241
1035	962	0	0	0	0	6686.68	242
1035	962	0	0	0	0	5948.1	243
1035	962	0	0	0	0	6689.83	244
1034	963	0	0	0	0	6774.06	245
1033	962	0	0	0	0	6627.43	246
1034	962	0	0	0	0	6502.71	247
1034	962	0	0	0	0	6495.24	248
1032	961	0	0	0	0	5898.47	249
1032	960	0	0	0	0	6490.61	250
1032	960	0	0	0	0	5943.83	251
1031	960	0	0	0	0	6529.75	252
1031	960	0	0	0	0	5961.17	253
1031	960	0	0	0	0	6663.58	254
1030	960	0	0	0	0	6710.37	255
1028	960	0	0	0	0	6497.86	256
1028	960	0	0	0	0	5976.98	257
1028	961	0	0	0	0	6007.59	258
1028	960	0	0	0	0	5990.77	259
1028	960	0	0	0	0	6446.12	260
1027	960	0	0	0	0	6629.64	261
1026	960	0	0	0	0	5892.63	262
1026	960	0	0	0	0	5997.49	263
1026	959	0	0	0	0	5989.41	264
1026	959	0	0	0	0	6623.3	265
1026	959	0	0	0	0	5928.05	266
1025	959	0	0	0	0	5902.36	267
1025	959	0	0	0	0	6535.95	268
1025	959	0	0	0	0	6607.68	269
1025	954	0	0	0	0	5894.89	270
1025	954	0	0	0	0	6476.78	271
1025	954	0	0	0	0	5865.75	272
1025	954	0	0	0	0	6435.85	273
1025	954	0	0	0	0	6562.15	274
1025	954	0	0	0	0	6669.62	275
1025	954	0	0	0	0	5870.08	276
1025	952	0	0	0	0	5871.7	277
1025	949	0	0	0	0	6415.13	278
1025	941	0	0	0	0	5786.87	279
1026	927	0	0	0	0	4048.69	280
1026	889	0	0	0	0	4052.21	281
1026	171	0	0	0	0	4091.21	282
1026	106	0	0	0	0	3274.87	283
1026	94	0	0	0	0	3422.71	284
1026	86	0	0	0	0	3414.33	285
1024	60	0	0	0	0	3091.7	286
1024	56	0	0	0	0	3087.93	287
1024	42	0	0	0	0	3071.53	288
