ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.727026	0.733435	0.868524	25971.5
0.493026	1	0.841691	25169.1
0.965147	1	0.999385	29884.6
1	0.273058	0.627507	18764.3
0.691923	0.379191	0.613422	18343.2
0.449413	0.509213	0.566328	16934.9
0.707318	0.476848	0.703853	21047.3
0.661168	0.576033	0.748508	22382.6
0.873973	0.45272	0.762521	22801.7
0.895319	0.251612	0.56103	16776.5
0.935139	0.39013	0.732693	21909.7
0.700344	0.397289	0.634183	18964
0.211396	0.373825	0.279589	8360.56
0.990595	1.0381e-10	2.4678e-09	7.37946e-05
0.913982	1	0.99619	29789.1
0.984566	1	0.99988	29899.4
0.944309	0.0247144	0.111035	3320.27
0.993738	0.630194	0.919338	27491
0.00320268	0.0472454	0.00148227	44.3245
0.662582	0.402221	0.61892	18507.6
0.613399	0.706618	0.795796	23796.7
0.995511	0.669336	0.936841	28014.4
0.239917	0.743606	0.48592	14530.5
0.113863	1	0.36126	10802.8
0.948189	0.359867	0.708112	21174.7
0.291503	0.588805	0.474128	14177.9
0.480032	0.588805	0.639785	19131.5
0.999924	0.266763	0.619236	18517
0.999844	0.289201	0.647938	19375.3
0.993812	0.23788	0.577355	17264.6
0.820296	0.56162	0.817742	24452.9
0.739195	9.48096e-05	0.000740482	22.1426
0.85367	0.432023	0.736683	22029
0.999988	0.0145736	0.0761982	2278.55
0.999997	0.00441362	0.0283489	847.717
1	0.244778	0.58928	17621.2
0.99999	0.434726	0.796866	23828.7
0.999994	0.352735	0.720297	21539
0.770097	0.407234	0.677273	20252.5
0.970872	0.407271	0.762282	22794.5
0.960295	0.407404	0.758381	22677.9
0.572066	0.272882	0.44603	13337.6
0.570024	0.456989	0.610905	18267.9
0.995007	0.291637	0.649208	19413.3
0.726789	0.564453	0.775767	23197.8
0.484208	2.14929e-06	1.5377e-05	0.459818
0.994152	3.71424e-05	0.000413807	12.3741
0.690071	0.12867	0.303797	9084.44
0.999976	4.63838e-07	7.22817e-06	0.216144
0.818079	1	0.982346	29375.1
0.941772	1	0.998271	29851.3
0.999885	0.934821	0.997821	29837.8
0.118145	0.532102	0.236798	7080.99
0.923705	1	0.997013	29813.7
0.644155	1	0.927465	27734
0.938373	1	0.998061	29845
0.152997	1	0.440225	13164
0.644155	1	0.927465	27734
0.644155	1	0.927465	27734
0.751932	0.626176	0.825495	24684.8
0.851972	0.344777	0.653589	19544.3
0.776029	0.499299	0.754837	22571.9
0.999998	0.00844704	0.0487726	1458.45
0.999993	0.00849027	0.0489787	1464.61
0.999975	0.00847177	0.0488897	1461.95
0.999967	0.00846892	0.0488758	1461.53
0.999997	1	1	29903
0.839537	0.354179	0.657986	19675.7
0.999611	6.2507e-10	1.38671e-08	0.000414668
0.999887	0.000174959	0.00168835	50.4868
0.675476	1	0.940491	28123.5
0.838108	0.774286	0.929549	27796.3
0.649502	0.579671	0.744277	22256.1
0.409156	1	0.774802	23168.9
0.703266	1	0.95083	28432.7
0.293174	0.232669	0.251372	7516.76
0.0880045	0.238121	0.101957	3048.81
0.609793	0.235121	0.421852	12614.6
0.322719	0.460796	0.43211	12921.4
0.646487	0.459453	0.657602	19664.3
0.791571	0.00731196	0.0356073	1064.76
0.606087	0.00804281	0.0308258	921.785
0.800304	1	0.978583	29262.6
0.999756	3.05288e-05	0.000347855	10.4019
0.729958	1	0.959726	28698.7
0.932471	0.150885	0.416623	12458.3
1.27661e-05	0.622327	0.000101239	3.02735
0.243645	1	0.587682	17573.5
0.830529	1	0.984752	29447
0.377724	1	0.745473	22291.9
0.942351	1	0.998305	29852.3
0.931947	1	0.99763	29832.1
0.991293	0.27839	0.631266	18876.8
0.937879	0.500881	0.824684	24660.5
1.4291e-13	0	0	0
0.881218	1	0.992648	29683.2
0.718625	0.824351	0.902564	26989.4
0.646898	1	0.928665	27769.9
0.796319	1	0.977685	29235.7
0.895734	1	0.994365	29734.5
0.699215	1	0.949392	28389.7
0.637421	1	0.924467	27644.4
0.707125	1	0.952178	28473
0.952431	1	0.99885	29868.6
