ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.829229	1	0.98451	29439.8
0.835099	1	0.985588	29472
0.998742	1	0.999999	29903
0.964074	1	0.999347	29883.5
0.964074	1	0.999347	29883.5
0.000411355	0.249148	0.00104392	31.2164
0.062529	1	0.235867	7053.13
0.658703	1	0.9337	27920.4
0.766449	1	0.970315	29015.3
0.484458	1	0.835557	24985.7
1.13891e-08	0.024402	6.39314e-09	0.000191174
0.990322	1	0.999953	29901.6
0.653274	0.909949	0.903632	27021.3
0.514565	1	0.856459	25610.7
0.546974	1	0.876993	26224.7
0.718799	0.850549	0.912198	27277.5
0.0680353	0.850549	0.222766	6661.38
0.104671	0.932051	0.324608	9706.75
0.999964	1	1	29903
0.999989	3.6171e-09	7.39241e-08	0.00221055
0.0524972	0.913102	0.193558	5787.97
0.999985	1	1	29903
0.420833	1	0.785072	23476
0.900408	1	0.994867	29749.5
0.560364	0.000233539	0.00130099	38.9035
0.0563162	0.00883158	0.00428039	127.997
0.919591	2.19652999774159e-315	1.46567000000037e-312	4.3828e-308
0.285191	1.74087e-16	1.91352e-15	5.72199e-11
0.736954	1.61151e-45	1.24039e-43	3.70914e-39
0.351328	3.15154e-16	4.17861e-15	1.24953e-10
1	0.360609	0.728416	21781.8
1	0.360564	0.72837	21780.4
1	0.360568	0.728374	21780.6
0.001374	0.360569	0.00426565	127.556
0.162994	0.360538	0.225318	6737.7
0.470303	0.360529	0.470448	14067.8
0.204798	0.814351	0.465492	13919.6
0.0683862	0.36054	0.11595	3467.26
0.221063	0.360589	0.281333	8412.69
0.166595	4.44391e-16	2.82378e-15	8.44395e-11
0.780802	0.00424128	0.0222219	664.502
0.20552	1	0.530696	15869.4
0.999998	1	1	29903
0.751323	1	0.966141	28890.5
0.627342	1	0.919848	27506.2
0.195354	1	0.514357	15380.8
0.0954934	0.00142281	0.00134562	40.2381
1	0.61679	0.914839	27356.4
1	0.0039823	0.0259881	777.121
0.796622	1	0.977754	29237.8
0.000158674	0.552095	0.000906054	27.0937
0.999914	1	1	29903
1	0.276407	0.631834	18893.7
1	0.0162906	0.0833616	2492.76
0.999992	1	1	29903
0.99999	1	1	29903
0.914014	8.58113e-10	1.72287e-08	0.000515189
0.996218	4.33027e-05	0.000476732	14.2557
0.841903	0.00474442	0.0260546	779.111
0.397688	4.2111e-06	2.39481e-05	0.71612
0.999999	1.65424e-16	6.17661e-15	1.84699e-10
0.999986	1.65051e-16	6.16295e-15	1.84291e-10
0.999943	9.27475e-68	1.44074e-65	4.30824e-61
0.999937	5.25442e-41	4.92555e-39	1.47289e-34
1	1	1	29903
1	0.0739181	0.26646	7967.94
1	1	1	29903
0.427733	1	0.790987	23652.9
0.999999	0.421104	0.785306	23483
1	0.825965	0.983892	29421.3
0.535276	1	0.869809	26009.9
1	0.487479	0.837737	25050.8
1	0.93245	0.997665	29833.2
0.520128	1	0.860125	25720.3
0.999998	1	1	29903
0.999954	1	1	29903
