unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
0	0	0	0	0	0	nan	1
0	0	0	0	0	0	nan	2
0	0	0	0	0	0	nan	3
0	0	0	0	0	0	nan	4
0	0	0	0	0	0	nan	5
0	0	0	0	0	0	nan	6
0	0	0	0	0	0	nan	7
0	0	0	0	0	0	nan	8
1	0	0	0	0	0	nan	9
1	0	0	0	0	0	nan	10
1	0	0	0	0	0	nan	11
1	0	0	0	0	0	nan	12
1	0	0	0	0	0	nan	13
1	0	0	0	0	0	nan	14
1	0	0	0	0	0	nan	15
1	0	0	0	0	0	nan	16
1	0	0	0	0	0	nan	17
1	0	0	0	0	0	nan	18
1	0	0	0	0	0	nan	19
1	0	0	0	0	0	nan	20
1	0	0	0	0	0	nan	21
1	0	0	0	0	0	nan	22
1	0	0	0	0	0	nan	23
1	0	0	0	0	0	nan	24
1	0	0	0	0	0	nan	25
1	1	0	0	0	0	nan	26
1	1	0	0	0	0	nan	27
1	1	0	0	0	0	-1.45652	28
1	1	0	0	0	0	-1.68305	29
1	2	0	0	0	0	1.39513	30
716	2319	0	0	0	0	1.39513	31
736	2401	0	0	0	0	2.41628	32
769	2523	0	0	0	0	2.36076	33
786	2624	0	0	0	0	1.35381	34
805	2689	0	0	0	0	1.35381	35
824	2736	0	0	0	0	1.90265	36
844	2775	0	0	0	0	2.41308	37
846	2784	0	0	0	0	10.2007	38
850	2795	0	0	0	0	8645.08	39
852	2801	0	0	0	0	10252.8	40
852	2803	0	0	0	0	10511	41
852	2802	0	0	0	0	10555.2	42
853	2804	0	0	0	0	10642.3	43
853	2805	0	0	0	0	11974.5	44
853	2805	0	0	0	0	13045	45
854	2806	0	0	0	0	10530.5	46
854	2806	0	0	0	0	10726.4	47
854	2806	0	0	0	0	12072.2	48
854	2806	0	0	0	0	10748.1	49
856	2806	0	0	0	0	12051.9	50
856	2806	0	0	0	0	10768	51
856	2806	0	0	0	0	10757.7	52
856	2806	0	0	0	0	13113.2	53
856	2806	0	0	0	0	10799.4	54
856	2806	0	0	0	0	10630	55
856	2806	0	0	0	0	13117.5	56
857	2808	0	0	0	0	10582.3	57
