ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.914073	0.226269	0.53276	15931.1
0.997974	1	0.999998	29902.9
1	1.93545e-06	2.73967e-05	0.819242
0.898352	0.714162	0.926322	27699.8
0.518157	1	0.858833	25681.7
0.263982	0.426563	0.35852	10720.8
0.947745	1	0.99861	29861.4
0.975778	0.716325	0.949306	28387.1
0.226072	1	0.562218	16812
0.985386	5.86958e-17	2.22034e-15	6.63947e-11
0.955341	1	0.998988	29872.7
0.976613	1	0.999724	29894.8
0.999999	1	1	29903
0.982362	1	0.999844	29898.3
0.886888	1	0.993347	29704.1
0.95878	1	0.999139	29877.2
0.970743	1	0.999568	29890.1
0.692633	0.283811	0.516349	15440.4
0.999999	0.631509	0.921778	27563.9
0.974158	1	0.999663	29892.9
0.994906	1	0.999987	29902.6
0.996647	1	0.999994	29902.8
0.976262	1	0.999716	29894.5
0.832898	1	0.985188	29460.1
0.924787	1	0.997098	29816.2
0.977755	1	0.999751	29895.5
0.951882	0.632149	0.907377	27133.3
7.16084e-05	0.521507	0.000418082	12.5019
0.299317	1	0.660368	19747
0.903026	1	0.995138	29757.6
0.505543	1	0.850385	25429.1
0.645976	0.899785	0.896615	26811.5
0.999982	0.927754	0.997324	29823
0.189765	0.842103	0.452849	13541.5
0.914696	0.815384	0.96455	28842.9
0.999997	0.00271057	0.0187316	560.131
0.999691	1	1	29903
0.870329	0.0104948	0.0520247	1555.69
0.720989	0.136854	0.327187	9783.89
0.61021	0.00122504	0.00612883	183.27
0.216677	0.0205257	0.0285322	853.199
0.999385	6.93323e-05	0.000732892	21.9157
0.959855	6.94141e-05	0.000707343	21.1517
0.990398	6.99636e-05	0.000732912	21.9163
0.489058	6.96693e-05	0.000384575	11.4999
0.751728	7.07304e-05	0.00057647	17.2382
0.790214	7.07625e-05	0.000603441	18.0447
0.771157	2.06844e-05	0.000192145	5.74571
0.0604258	4.48499e-05	3.74495e-05	1.11985
0.579447	1.83978e-05	0.000132713	3.96851
0.855124	0.123784	0.343562	10273.5
0.879584	0.000134432	0.0011875	35.5097
0.72295	0.0110912	0.0467152	1396.93
0.241495	0.214685	0.205281	6138.53
0.0225747	3.13272e-05	1.07226e-05	0.320637
0.999999	4.68523e-07	7.29662e-06	0.218191
0.999999	2.26131e-19	9.93464e-18	2.97075e-13
0.901323	1	0.994963	29752.4
0.24502	1	0.58962	17631.4
0.778568	1	0.973443	29108.9
0.61434	1	0.91365	27320.9
0.969126	1	0.999518	29888.6
0.474701	0.654453	0.67385	20150.1
0.292026	0.329093	0.32121	9605.13
1	0.000304723	0.00277179	82.8849
