ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.998595	1	0.999999	29903
0.735423	1	0.961425	28749.5
0.733202	1	0.960739	28729
0.924365	1	0.997065	29815.2
0.78785	1	0.975711	29176.7
1	1	1	29903
0.741664	1	0.963317	28806.1
0.293006	1	0.652689	19517.3
1	1	1	29903
0.0794839	0.000120875	0.000120604	3.60641
0.892946	1	0.994053	29725.2
1	4.32005e-55	5.451e-53	1.63001e-48
0.998478	9.99251e-16	3.54604e-14	1.06037e-09
0.987366	4.33032e-50	4.90311e-48	1.46618e-43
1	2.66504e-50	3.06876e-48	9.17653e-44
0.982282	4.35311e-50	4.90353e-48	1.4663e-43
0.177647	0.00014836	0.000304247	9.0979
0.269611	0.000159529	0.000475442	14.2171
0.807901	1.49423e-17	4.82342e-16	1.44235e-11
0.184608	1.07775e-17	8.30834e-17	2.48444e-12
0.0864501	1.4859e-17	5.42037e-17	1.62085e-12
1.74519e-15	1.08129e-17	1.39732e-30	4.1784e-26
1.2288e-06	1.07643e-17	7.1003e-22	2.1232e-17
3.22409e-14	1.07863e-17	2.47375e-29	7.39725e-25
4.717e-22	1.08125e-17	4.54796e-37	1.35997e-32
5.76697e-44	1.07737e-17	8.67552e-59	2.59424e-54
2.58993e-26	1.79407e-10	3.82673e-34	1.14431e-29
1	2.95066e-60	4.07407e-58	1.21827e-53
0.612959	0.0569949	0.152118	4548.79
0.999743	3.70579e-16	1.35344e-14	4.04719e-10
0.886151	0.000567141	0.00432	129.181
1	9.76167e-14	3.02199e-12	9.03666e-08
0.373081	1	0.740924	22155.9
0.496	1.7727e-09	1.92136e-08	0.000574543
0.999978	0.359398	0.727171	21744.6
0.996324	0.740906	0.962268	28774.7
0.813978	0.263245	0.544365	16278.2
0.917512	1	0.9965	29798.3
0.889406	1	0.993646	29713
0.999998	0.000363195	0.0032399	96.8827
0.883514	0.595736	0.86415	25840.7
0.97019	0.000116763	0.00114252	34.1649
0.374483	0.969037	0.730733	21851.1
0.000559485	0.938319	0.00448968	134.255
0.000251273	1.09316e-76	5.05951e-78	1.51295e-73
0.993951	9.44219e-105	2.25742e-102	6.75035e-98
0.426593	1.07247e-24	2.6098e-23	7.80409e-19
1	3.66553e-08	6.64257e-07	0.0198633
1	4.36652e-06	5.82561e-05	1.74203
0.898376	1	0.994652	29743.1
0.747905	0.0805724	0.229537	6863.84
0.945431	0.0698657	0.245539	7342.36
0.519585	0.058006	0.135684	4057.36
0.991817	0.0590472	0.224747	6720.62
0.972724	8.94004e-12	2.30172e-10	6.88283e-06
0.949789	2.23695e-08	3.96606e-07	0.0118597
0.803669	4.48867e-16	1.31881e-14	3.94363e-10
1	3.97433e-05	0.000442464	13.231
5.7822e-06	3.15326e-10	6.37019e-14	1.90488e-09
0.968468	1	0.999498	29888
0.93327	1	0.997722	29834.9
0.999982	0.843703	0.987092	29517
0.0280104	0.745141	0.101632	3039.1
1	1	1	29903
1	1	1	29903
0.476999	0.0949596	0.185465	5545.96
1	1.43656e-139	4.60701e-137	1.37763e-132
0.370948	0.693545	0.606545	18137.5
0.402749	0.808249	0.690863	20658.9
1	0.00832176	0.0481737	1440.54
0.226873	0.925606	0.537729	16079.7
0.174416	0.925616	0.455849	13631.3
0.999289	0.868935	0.990922	29631.5
0.676211	0.74432	0.848862	25383.5
1	0.16878	0.469067	14026.5
0.00546477	0.173445	0.00754604	225.649
1	0.625291	0.918889	27477.5
0.895074	1	0.994292	29732.3
0.896354	1	0.994433	29736.5
0.423718	1	0.787559	23550.4
0.999999	1	1	29903
0.335377	1	0.701776	20985.2
0.809812	1	0.980644	29324.2
0.910886	5.11633e-17	1.79914e-15	5.37996e-11
0.999997	1	1	29903
0.999945	0.776704	0.972963	29094.5
0.999968	0.882047	0.992749	29686.2
0.989106	1	0.99994	29901.2
0.0646532	9.0132e-20	2.77332e-19	8.29307e-15
0.657645	4.16649e-08	5.04521e-07	0.0150867
0.807804	2.92174e-07	3.83752e-06	0.114753
0.658017	6.71654e-07	6.90873e-06	0.206592
0.942005	9.91019e-08	1.60447e-06	0.0479785
0.832808	2.92107e-09	5.06833e-08	0.00151558
1	1.63339e-08	3.09201e-07	0.00924603
0.771213	0.933735	0.956559	28604
0.436352	0.75385	0.694686	20773.2
1.10707e-05	1	0.0001374	4.10868
0.999906	2.6875e-05	0.00030969	9.26066
0.932832	0.0333827	0.139174	4161.73
0.305356	1	0.667593	19963
0.305356	1	0.667593	19963
0.999975	0.268834	0.621982	18599.1
0.999999	1	1	29903
0.514936	1	0.856706	25618.1
0.953628	1	0.998908	29870.3
0.0314478	3.73365e-09	2.80215e-09	8.37927e-05
0.886084	1	0.99325	29701.2
0.399779	0.629859	0.599068	17913.9
0.564818	1.10971e-05	8.13572e-05	2.43283
0.512769	0.958869	0.840736	25140.5
0.994806	1	0.999986	29902.6
0.378635	0.774699	0.653084	19529.2
0.133786	0.766149	0.335983	10046.9
0.826368	1	0.983969	29423.6
0.80822	1	0.980307	29314.1
0.727925	0.187686	0.408572	12217.5
0.680785	1	0.942553	28185.2
0.999992	0.642232	0.926613	27708.5
0.571046	1	0.890995	26643.4
0.782336	1	0.974377	29136.8
0.923476	0.00731174	0.040499	1211.04
0.872099	0.00731174	0.0386109	1154.58
0.564453	0.0148698	0.0485159	1450.77
0.584487	0.0148698	0.0499347	1493.2
0.664661	0.0148698	0.0555138	1660.03
0.52469	0.0148698	0.0456681	1365.61
0.79572	0.00727629	0.0356173	1065.06
0.732416	0.00731174	0.0333614	997.607
0.460516	0.00734922	0.022637	676.914
0.400904	0.00734922	0.0201152	601.505
0.375089	0.00829313	0.0210682	630.004
0.44611	0.00829313	0.0244159	730.108
0.672772	0.00809557	0.0338378	1011.85
0.596317	0.00818734	0.0308663	922.995
0.780899	1	0.974023	29126.2
0.979053	1	0.999779	29896.4
0.963065	1	0.999309	29882.3
0.9054	1	0.995377	29764.8
0.843712	1	0.987096	29517.1
0.9054	1	0.995377	29764.8
0.87607	1	0.991982	29663.2
0.843712	1	0.987096	29517.1
0.953485	1	0.998901	29870.1
0.9054	1	0.995377	29764.8
0.843712	1	0.987096	29517.1
0.991852	1	0.999967	29902
0.99999	0.110439	0.353765	10578.6
0.94956	1	0.998706	29864.3
0.852769	3.93686e-12	9.2055e-11	2.75272e-06
0.984013	1.73235e-13	5.1822e-12	1.54963e-07
0.73892	3.17391e-38	2.05553e-36	6.14665e-32
0.964572	3.22522e-38	2.71784e-36	8.12714e-32
0.529603	3.17391e-38	1.47885e-36	4.42221e-32
0.489098	0.00470747	0.0162868	487.025
0.999483	0.629204	0.920563	27527.6
0.959505	0.253576	0.587206	17559.2
0.669771	1	0.938228	28055.8
0.79465	0.00409368	0.021887	654.488
0.155538	1	0.444974	13306.1
1	1	1	29903
0.999851	1	1	29903
0.194165	1.25251e-05	3.38692e-05	1.01279
0.843622	0.0611699	0.204567	6117.17
0.0386353	1.56096e-20	3.00696e-20	8.99172e-16
0.997938	0.876617	0.991815	29658.2
0.984536	1	0.99988	29899.4
0.205525	1	0.530704	15869.7
