ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.400852	0.627311	0.598592	17899.7
0.956145	1	0.999024	29873.8
0.946489	1	0.998542	29859.4
0.812229	1	0.981151	29339.3
0.791448	1	0.976561	29202.1
0.99143	1	0.999963	29901.9
0.978155	1	0.99976	29895.8
0.319016	0.157504	0.200523	5996.25
0.868502	1	0.990948	29632.3
0.999982	0.0787355	0.278851	8338.47
0.101397	1	0.333466	9971.63
0.109893	1	0.352564	10542.7
0.716548	1	0.955381	28568.7
0.967204	1	0.999456	29886.7
0.00352058	1	0.0234088	699.994
0.889142	1	0.993615	29712.1
2.5855e-06	0.589004	2.19215e-05	0.65552
0.0976716	5.55677e-07	9.62233e-07	0.0287737
0.107586	1.63946e-11	4.94995e-11	1.48018e-06
0.0308675	2.97453e-11	2.63663e-11	7.88432e-07
0.00441291	3.62596e-11	4.87448e-12	1.45762e-07
0.00929927	1.24824e-10	3.30611e-11	9.88626e-07
0.000607857	2.93608e-10	5.4174e-12	1.61996e-07
0.104097	1.44584e-09	3.55454e-09	0.000106291
2.27697e-05	2.84129e-08	1.88047e-11	5.62316e-07
0.00198707	8.81219e-09	4.51213e-10	1.34926e-05
0.133014	1.93009e-08	5.33495e-08	0.00159531
0.0498054	2.06941e-09	2.47318e-09	7.39556e-05
0.988121	7.66896e-10	1.66718e-08	0.000498536
0.703454	2.38415e-11	4.32892e-10	1.29448e-05
0.057871	1.39495e-11	2.32858e-11	6.96317e-07
0.115605	3.38981e-07	7.07534e-07	0.0211574
0.571539	0.0269862	0.0797688	2385.33
0.296942	0.0312773	0.0527446	1577.22
0.945307	0.38524	0.732031	21889.9
1	0.465325	0.821308	24559.6
0.659594	0.465325	0.669451	20018.6
0.988193	0.0204563	0.0990794	2962.77
0.957738	0.0947219	0.308443	9223.37
0.958666	0.0463369	0.182752	5464.83
0.199654	0.0463024	0.052543	1571.19
0.598968	0.0418643	0.1175	3513.6
0.537981	0.0418727	0.107972	3228.68
0.550297	0.00596692	0.0220618	659.713
0.402659	0.028819	0.0633172	1893.38
0.868035	0.135119	0.368651	11023.8
0.888589	0.0424781	0.161434	4827.35
0.931828	0.0305587	0.129811	3881.75
0.963745	0.0305456	0.133221	3983.72
0.978785	0.0130782	0.0685896	2051.03
0.985939	0.0357405	0.153131	4579.08
0.994144	0.775004	0.971372	29046.9
0.975983	0.0277729	0.124904	3735
0.512124	9.86534e-07	7.83014e-06	0.234145
0.913375	2.63747e-12	6.68541e-11	1.99914e-06
0.16761	1	0.466981	13964.1
0.567842	1	0.889191	26589.5
0.586413	0.770797	0.810925	24249.1
4.72243e-06	0.588559	3.83374e-05	1.1464
0.999981	1	1	29903
0.95026	1	0.998742	29865.4
0.817635	1	0.982257	29372.4
0.114095	1	0.361764	10817.8
0.218338	0.695362	0.438017	13098
0.900401	1	0.994867	29749.5
0.999999	0.102507	0.336	10047.4
0.999976	0.0299257	0.134933	4034.92
0.975921	0.0206355	0.0987821	2953.88
0.914237	0.0255763	0.111203	3325.3
0.999874	4.02e-26	2.39064e-24	7.14873e-20
0.999936	1.13065e-16	4.26438e-15	1.27518e-10
0.962965	1	0.999306	29882.2
0.533393	1	0.868629	25974.6
0.9902	1	0.999952	29901.6
0.904822	1	0.99532	29763
0.828174	1	0.984311	29433.9
0.210776	0.0755215	0.0818239	2446.78
0.397113	0.0860941	0.149606	4473.67
0.757849	0.0835915	0.238137	7121.01
0.0756074	0.0649756	0.0310279	927.828
0.829462	0.0667065	0.215481	6443.52
0.623736	0.0798983	0.199293	5959.47
0.998441	0.72953	0.959231	28683.9
0.999988	2.43654e-16	9.00308e-15	2.69219e-10
0.983926	1	0.99987	29899.1
0.0373578	0.0316678	0.00915632	273.801
0.493588	1	0.842088	25180.9
0.880719	0.000108849	0.000982869	29.3907
0.0142182	0.0263116	0.00332615	99.4619
0.964001	0.00200219	0.0139937	418.453
0.368124	1	0.736004	22008.7
0.999999	0.221604	0.55553	16612
0.920591	1	0.99676	29806.1
0.939833	0.000820373	0.00629749	188.314
0.358912	4.12185e-06	2.13384e-05	0.638083
0.964893	1	0.999376	29884.4
0.737566	0.130391	0.321369	9609.9
0.999984	1	1	29903
0.897098	0.00145283	0.00996114	297.868
0.999982	1.15775e-08	2.23144e-07	0.00667267
0.946934	1	0.998566	29860.1
0.432605	1	0.795098	23775.8
0.885919	1	0.99323	29700.6
0.825953	0.0311654	0.119945	3586.72
0.535832	1	0.870156	26020.3
0.49834	1	0.84542	25280.6
0.891093	1	0.993842	29718.8
0.944218	1	0.998414	29855.6
0.822459	1	0.983214	29401.1
0.851174	1	0.988331	29554.1
0.685043	1	0.944177	28233.7
0.196386	1	0.516039	15431.1
0.810054	1	0.980695	29325.7
0.773228	1	0.972088	29068.3
0.6404	1	0.925802	27684.3
0.999997	1	1	29903
0.999979	1.75692e-11	4.52659e-10	1.35359e-05
0.805966	1	0.979824	29299.7
0.448022	0.00948455	0.0274547	820.977
0.28905	0.330521	0.319881	9565.4
0.999909	0.199183	0.520542	15565.8
0.997296	1	0.999996	29902.9
0.624058	4.66478e-07	4.67218e-06	0.139712
0.240802	1.13184e-11	7.53011e-11	2.25173e-06
0.999914	1.26579e-08	2.42821e-07	0.00726109
0.883324	0.00476065	0.0272136	813.769
0.999988	1	1	29903
0.899468	1	0.994768	29746.6
0.999998	0.855368	0.988996	29574
0.4414	1	0.802379	23993.5
0.236916	1	0.578086	17286.5
0.434803	6.40607e-11	7.04813e-10	2.1076e-05
0.999999	2.56016e-10	5.91033e-09	0.000176737
0.999995	1.129e-11	2.95877e-10	8.84761e-06
0.995568	5.69659e-16	2.04769e-14	6.12321e-10
1	4.07437e-15	1.39075e-13	4.15875e-09
0.999999	4.09971e-18	1.68234e-16	5.0307e-12
0.308814	1	0.671675	20085.1
0.523962	0.790152	0.77911	23297.7
0.40327	1	0.769499	23010.3
0.762733	1	0.969317	28985.5
0.976158	1	0.999714	29894.4
0.966024	0.305316	0.65506	19588.3
0.999976	1.38468e-21	6.78877e-20	2.03005e-15
0.971123	0.668005	0.929454	27793.5
0.999999	1	1	29903
0.999999	1	1	29903
0.999998	1	1	29903
0.992949	1	0.999975	29902.3
0.756837	1	0.967697	28937.1
0.316759	1	0.680909	20361.2
