ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.911224	1	0.995937	29781.5
0.543864	1	0.875107	26168.3
0.870747	0.0157924	0.0726974	2173.87
0.975022	1	0.999685	29893.6
0.0943818	1	0.317161	9484.08
0.000982998	1	0.00779017	232.949
0.0454362	1	0.1859	5558.97
0.999432	1	1	29903
1	9.48286e-22	4.68523e-20	1.40103e-15
1	0.156372	0.446523	13352.4
0.0903006	3.35562e-107	7.53204e-106	2.25231e-101
0.999739	0	0	0
0.999849	2.49452e-180	1.03395e-177	3.09182e-173
0.869991	1	0.991157	29638.6
1	0.15638	0.446538	13352.8
0.999807	9.7024e-10	2.11022e-08	0.000631019
0.999999	3.43565e-05	0.000387497	11.5873
0.934001	1	0.997772	29836.4
0.440109	0.95671	0.785266	23481.8
0.856339	1	0.989148	29578.5
0.999988	0.000583403	0.00492774	147.354
0.422103	0.620115	0.612594	18318.4
0.642852	1	0.92689	27716.8
0.999997	3.26007e-46	3.4471e-44	1.03079e-39
0.999853	1.4542e-44	1.48218e-42	4.43217e-38
4.34714e-06	4.72111e-82	4.1171e-85	1.23114e-80
0.521367	0.0132559	0.0412918	1234.75
8.63186e-152	0.174145	5.26997e-150	1.57588e-145
1	1	1	29903
0.999997	0.852204	0.988496	29559
1	0.830509	0.984748	29446.9
0.999978	0.618496	0.915655	27380.8
1	0.118972	0.372249	11131.3
2.26816e-246	0	0	0
0.000259373	1	0.00240108	71.7994
0.0426395	1	0.177166	5297.79
0.77818	0.973045	0.9678	28940.1
0.462997	0.710514	0.69471	20773.9
0.999993	0.406896	0.772773	23108.2
1	1	1	29903
1	5.68524e-45	5.84889e-43	1.74899e-38
0.967137	0.544017	0.86402	25836.8
0.803525	0.715843	0.893306	26712.5
0.0324144	0.928258	0.135509	4052.11
0.748162	1	0.965231	28863.3
0.918081	1	0.996549	29799.8
0.251104	1	0.598102	17885
2.29131e-05	1	0.000267712	8.00541
0.00241135	1	0.0169459	506.734
0.0801721	1	0.282493	8447.38
0.602158	1	0.907594	27139.8
0.363764	1	0.73162	21877.6
0.372653	1	0.740501	22143.2
0.759338	1	0.96839	28957.8
0.0316643	1.77642e-26	3.5856e-26	1.0722e-21
0.524537	0.000109428	0.000617929	18.4779
0.244505	3.27657e-52	9.69028e-51	2.89768e-46
1	1.69312e-50	1.9573e-48	5.8529e-44
0.778014	1.07046e-53	1.02621e-51	3.06868e-47
0.745336	1.93877e-52	1.73933e-50	5.20113e-46
1	4.90544e-54	6.07044e-52	1.81524e-47
1	2.2254e-54	2.7715e-52	8.28762e-48
0.843252	0.82072	0.9468	28312.2
0.997327	1	0.999996	29902.9
0.999991	0.405699	0.771694	23076
0.911539	1	0.995967	29782.4
0.95445	1	0.998946	29871.5
0.95445	1	0.998946	29871.5
0.999936	1	1	29903
0.00720107	1	0.0427277	1277.69
0.0100707	1	0.056377	1685.84
0.928301	1	0.997366	29824.2
0.694878	0.406906	0.639918	19135.5
0.998557	1	0.999999	29903
0.998007	1	0.999998	29902.9
0.873659	0.371429	0.689717	20624.6
0.582597	0.371429	0.547617	16375.4
0.408911	1	0.774582	23162.3
0.750907	1	0.966022	28887
0.977284	1	0.99974	29895.2
0.762585	0.0347125	0.122607	3666.31
1	1.48889e-87	2.99157e-85	8.9457e-81
0.901986	2.24611e-88	4.1111e-86	1.22934e-81
0.870575	7.15918e-89	1.27208e-86	3.80389e-82
0.24019	0.229981	0.215216	6435.62
0.356633	1	0.724339	21659.9
0.51561	1	0.857152	25631.4
1	0.0970256	0.323365	9669.59
0.783695	0.0970156	0.271933	8131.6
1	0.0400339	0.168864	5049.54
0.727304	1	0.958885	28673.5
0.805568	1	0.979738	29297.1
0.960531	0.0890854	0.295935	8849.36
0.937987	0.0890854	0.290974	8701
0.845223	0.0890854	0.270039	8074.97
0.880381	1	0.992542	29680
0.901828	1	0.995015	29753.9
0.807931	1	0.980245	29312.3
0.665088	1	0.936335	27999.2
0.955308	1	0.998986	29872.7
0.988567	1	0.999934	29901
0.96383	6.47671e-13	1.81669e-11	5.43245e-07
0.764426	0.594282	0.812729	24303
0.994705	1	0.999986	29902.6
0.0785895	1	0.278483	8327.49
0.381524	0.0109667	0.0270979	810.309
0.917231	0.0361297	0.146046	4367.21
0.158351	1	0.450183	13461.8
0.997037	1	0.999996	29902.9
0.948256	1	0.998638	29862.3
0.632744	0.0496026	0.140024	4187.15
0.498601	1	0.845602	25286
1	0.391793	0.758912	22693.7
0.999934	0.850948	0.988286	29552.7
0.5623	0.580998	0.692178	20698.2
1.54236e-10	0.757025	2.78717e-09	8.33447e-05
0.943458	1	0.99837	29854.3
0.656123	1	0.932618	27888.1
0.984099	0.623016	0.91305	27302.9
0.698616	0.402646	0.638076	19080.4
0.782786	0.640113	0.847315	25337.3
1	0.263449	0.614862	18386.2
1	0.0530913	0.208954	6248.34
0.743852	1	0.963968	28825.5
