ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.77197	1	0.971763	29058.6
0.773552	1	0.972171	29070.8
1	0.119422	0.373206	11160
0.773325	0.870607	0.939618	28097.4
0.59983	0.909409	0.876096	26197.9
0.520657	1	0.860471	25730.7
0.988574	1	0.999934	29901
0.916474	1	0.99641	29795.7
0.960599	1	0.999213	29879.5
0.0821711	1	0.287513	8597.49
1	0.951172	0.998788	29866.8
0.993836	0.945063	0.998115	29846.6
1	0.0535604	0.210329	6289.46
0.973268	1	0.999639	29892.2
0.977639	1	0.999748	29895.5
0.607303	1	0.910181	27217.2
0.0237444	1	0.112558	3365.82
0.91066	1	0.995885	29779.9
0.519647	1	0.859811	25710.9
0.990571	1	0.999955	29901.7
0.999997	1	1	29903
0.666448	0.37249	0.594135	17766.4
0.877777	0.452464	0.763906	22843.1
0.895497	0.449582	0.768889	22992.1
0.35077	0.45202	0.450559	13473.1
0.647792	0.449409	0.650373	19448.1
0.85014	0.491656	0.78259	23401.8
0.850353	0.508784	0.795132	23776.8
0.999931	0.458708	0.816174	24406
0.98802	0.458714	0.811887	24277.9
0.914823	0.41145	0.744185	22253.4
0.573909	0.458734	0.614626	18379.2
2.83887e-07	1	4.5634e-06	0.136459
1	1	1	29903
1	1	1	29903
0.416063	9.62779e-06	5.37885e-05	1.60844
0.979046	5.18957e-18	2.07405e-16	6.20203e-12
0.968181	5.56606e-18	2.19665e-16	6.56866e-12
0.641934	5.19304e-05	0.000376991	11.2732
0.476185	5.19462e-05	0.000287117	8.58566
0.445639	5.19346e-05	0.000270179	8.07915
0.0384026	5.19313e-05	2.81699e-05	0.842365
0.148753	5.1938e-05	9.86671e-05	2.95044
0.139151	2.89706e-05	5.41057e-05	1.61792
0.0716588	0.00032062	0.000268376	8.02524
0.00572536	2.90252e-05	2.76028e-06	0.0825407
0.0335149	5.19307e-05	2.48213e-05	0.74223
0.662584	0.032763	0.104852	3135.4
0.380304	0.00223721	0.00686551	205.299
0.856754	0.0191974	0.0840068	2512.05
0.99998	4.66271e-42	4.48399e-40	1.34085e-35
1	6.57047e-31	4.63202e-29	1.38511e-24
0.23161	1	0.570385	17056.2
0.880449	1	0.992551	29680.2
0.00298458	1	0.0203378	608.162
0.837041	1	0.985936	29482.4
5.45305e-05	0.771484	0.000465968	13.9339
0.313119	0.812481	0.602639	18020.7
1	1	1	29903
0.345204	1	0.71237	21302
0.994866	1	0.999987	29902.6
0.944456	1	0.998428	29856
0.999998	6.33812e-09	1.25981e-07	0.0037672
0.687917	0.16396	0.358925	10732.9
0.999965	2.83635e-60	3.91723e-58	1.17137e-53
0.723831	1	0.957771	28640.2
0.222406	1	0.556738	16648.1
0.10138	1	0.333427	9970.46
0.203305	1	0.52718	15764.3
0.999995	1	1	29903
1	0.751154	0.966093	28889.1
0.275528	1	0.630701	18859.9
0.999999	0.151123	0.436693	13058.4
0.0708773	1	0.258476	7729.19
0.935082	1	0.997846	29838.6
0.767324	1	0.970547	29022.3
0.925198	1	0.99713	29817.2
0.898212	1	0.994634	29742.5
0.95456	1	0.998952	29871.7
0.919963	1	0.996708	29804.6
0.926414	1	0.997224	29820
0.950881	1	0.998773	29866.3
0.945721	1	0.9985	29858.1
0.942887	1	0.998337	29853.3
0.974849	1	0.999681	29893.5
0.999999	1	1	29903
0.953082	1	0.998882	29869.6
0.95708	1	0.999065	29875.1
0.983881	1	0.999869	29899.1
0.979221	1	0.999783	29896.5
0.987327	1	0.999919	29900.6
0.994284	1	0.999984	29902.5
0.989474	1	0.999944	29901.3
0.973833	1	0.999655	29892.7
0.992293	1	0.99997	29902.1
0.984876	1	0.999885	29899.6
0.982456	1	0.999845	29898.4
0.999992	0.00420701	0.0272234	814.061
0.878362	5.78625e-08	9.04411e-07	0.0270446
0.809699	0.0367394	0.134311	4016.32
1	0.0267582	0.123647	3697.42
0.772682	5.33016e-18	1.68987e-16	5.05322e-12
0.340676	0.187648	0.239728	7168.58
1	1	1	29903
0.735259	1	0.961375	28748
0.999999	0.760489	0.968706	28967.2
0.611589	1	0.912304	27280.6
0.708113	0.473087	0.701363	20972.9
0.85093	1	0.988292	29552.9
0.866158	1	0.990614	29622.3
0.130704	0.60658	0.280243	8380.1
0.931528	0.579888	0.872852	26100.9
0.198243	0.557379	0.353894	10582.5
0.999986	0.598178	0.905557	27078.9
0.961802	2.04842e-05	0.000233166	6.97236
0.955741	5.07353e-08	8.6515e-07	0.0258706
0.785083	0.727009	0.890836	26638.7
0.999991	2.65383e-24	1.46718e-22	4.38732e-18
0.194925	1	0.513655	15359.8
0.94725	1	0.998584	29860.6
0.999991	0.485707	0.836457	25012.6
0.523407	1	0.862258	25784.1
0.905036	1	0.995341	29763.7
0.986186	1	0.999904	29900.1
0.999995	0.261033	0.611627	18289.5
0.477587	0.661948	0.680195	20339.9
0.969181	0.772963	0.965514	28871.8
0.999999	0.630429	0.92128	27549
0.999989	4.57313e-07	7.13305e-06	0.2133
0.495175	0.624725	0.672302	20103.9
0.494754	0.603188	0.659297	19715
0.999045	0.603131	0.907795	27145.8
0.998808	1.98001e-06	2.79514e-05	0.83583
0.696162	0.148405	0.337835	10102.3
0.941756	1	0.99827	29851.3
0.533904	1	0.86895	25984.2
0.999939	0.0249337	0.116972	3497.81
0.552676	0.707117	0.757986	22666.1
0.907339	0.60319	0.877188	26230.6
0.926266	0.611598	0.888431	26566.8
0.999994	1	1	29903
0.762503	1	0.969255	28983.6
0.288876	1	0.64759	19364.9
0.860152	1	0.989731	29595.9
0.301219	1	0.662657	19815.4
0.999598	1	1	29903
1	0.615626	0.914276	27339.6
1	0.00245628	0.0172163	514.819
0.943217	1	0.998356	29853.9
0.927573	1	0.997311	29822.6
0.975894	1	0.999707	29894.2
0.227011	1	0.563612	16853.7
0.911735	1	0.995985	29782.9
0.788821	1	0.975942	29183.6
0.788821	1	0.975942	29183.6
0.987291	1	0.999919	29900.6
0.562465	1	0.886122	26497.7
0.590931	1	0.901794	26966.3
0.999404	1	1	29903
0.00866324	1.02561e-56	1.19654e-56	3.57802e-52
1	1	1	29903
0.979798	1	0.999795	29896.9
0.967534	0.852855	0.983739	29416.7
0.337623	7.57342e-07	4.13698e-06	0.123708
1	1	1	29903
0.639586	1	0.925439	27673.4
0.97501	3.98847e-09	7.9196e-08	0.0023682
0.999999	3.09774e-14	9.94546e-13	2.97399e-08
0.928938	8.15157e-16	2.71216e-14	8.11018e-10
0.912347	1.48933e-14	4.47442e-13	1.33799e-08
1	2.53327e-18	1.05174e-16	3.14502e-12
1	5.08058e-19	2.19093e-17	6.55155e-13
1	1.61094e-16	6.01922e-15	1.79993e-10
0.70338	0.000751874	0.00451894	135.13
1	1	1	29903
7.20875e-06	1	9.25618e-05	2.76788
0.665019	1	0.936307	27998.4
0.747362	1	0.964998	28856.3
0.987908	0.892845	0.992753	29686.3
0.789679	4.77824e-06	5.08923e-05	1.52183
0.357408	1	0.725137	21683.8
0.976169	0.0772668	0.270371	8084.9
0.999959	4.61241e-25	2.63062e-23	7.86636e-19
