ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.138954	0.402643	0.217267	6496.94
0.470446	1	0.825197	24675.9
0.0760976	1	0.272105	8136.76
0.83271	0.419101	0.716375	21421.8
0.48352	1	0.834876	24965.3
0.982361	0.762904	0.965602	28874.4
0.913076	0.563228	0.856263	25604.8
0.0601006	1	0.229088	6850.41
0.776371	0.662206	0.856162	25601.8
0.615484	0.684467	0.785457	23487.5
0.360827	0.784658	0.640392	19149.6
0.901122	0.780948	0.950993	28437.5
0.891781	0.679299	0.909423	27194.5
0.438569	1	0.800054	23924
0.997166	1	0.999996	29902.9
0.884405	1	0.993046	29695
0.696219	0.722032	0.848433	25370.7
0.583953	1	0.898082	26855.3
0.920726	0.395387	0.731902	21886.1
0.164536	0.409174	0.248979	7445.23
0.990245	4.54011e-20	2.04778e-18	6.12349e-14
0.99999	0.0994026	0.328879	9834.47
0.999998	0.021639	0.104587	3127.46
0.781303	0.00106748	0.00674666	201.745
0.752471	0.00173337	0.00996765	298.063
0.870736	0.000140366	0.0012234	36.5834
0.881295	6.19608e-13	1.59646e-11	4.77389e-07
0.0399286	0.000116152	6.15956e-05	1.84189
1.31839e-10	7.57031e-11	4.69623e-19	1.40431e-14
0.162911	2.79149e-12	1.33787e-11	4.00064e-07
0.59629	1.64945e-13	3.04411e-12	9.10279e-08
0.678233	0.29271	0.519509	15534.9
0.420143	1	0.784474	23458.1
0.0410872	1	0.17224	5150.49
0.901011	0.921535	0.984712	29445.8
9.67667e-07	0.465331	7.03047e-06	0.210232
2.86535e-05	0.447042	0.000157111	4.69808
4.65389e-06	0.394095	2.60603e-05	0.77928
0.0115518	1	0.0630833	1886.38
0.00126327	1	0.00969442	289.892
0.0305991	1	0.137291	4105.43
0.0305991	1	0.137291	4105.43
3.98398e-06	1	5.35177e-05	1.60034
5.74494e-06	0.660368	5.11482e-05	1.52949
4.53664e-06	0.655303	4.08056e-05	1.22021
0.000413855	0.657613	0.00250633	74.9467
3.72946e-09	0.882276	6.75595e-08	0.00202023
0.189326	1	0.504419	15083.6
0.030585	1	0.137242	4103.96
7.89119e-06	0.822695	8.4039e-05	2.51302
0.102128	1	0.335136	10021.6
0.000391245	0.543584	0.002011	60.1349
0.369938	1	0.737812	22062.8
0.549661	1	0.878608	26273
0.504732	0.425568	0.545169	16302.2
0.334136	0.915085	0.668075	19977.5
0.124241	0.915085	0.360885	10791.6
0.99986	0.759347	0.968363	28957
1	0.838046	0.986114	29487.8
0.949329	0.760406	0.957137	28621.3
0.999996	0.00831205	0.048127	1439.14
0.748895	8.23276e-07	9.43264e-06	0.282064
0.231823	0.032424	0.0442777	1324.04
0.966813	0.0678865	0.244398	7308.22
0.989438	0.669354	0.935185	27964.8
0.982575	0.0532521	0.206696	6180.83
0.99999	0.0793043	0.280296	8381.69
0.994083	0.113872	0.359813	10759.5
0.923347	0.731453	0.940455	28122.4
0.997369	0.10998	0.352117	10529.3
0.034045	0.0339053	0.00896232	268
0.67133	0.0276248	0.0924956	2765.9
0.672314	0.0266623	0.0900131	2691.66
0.570391	0.011347	0.0390938	1169.02
0.100978	0.0779137	0.045986	1375.12
0.865766	0.0192461	0.0848892	2538.44
0.837611	0.00996919	0.0483103	1444.62
0.826667	4.58966e-06	5.11525e-05	1.52961
0.985883	3.32396e-08	5.97526e-07	0.0178678
0.564218	0.792927	0.807231	24138.6
0.999776	0.629564	0.920816	27535.1
0.011182	0.209591	0.0165369	494.502
0.354608	0.000770221	0.00251429	75.1847
0.934562	0.158553	0.4311	12891.2
0.98397	0.00102429	0.00796209	238.09
0.990597	0.00102209	0.0079939	239.041
0.988262	0.000193972	0.00183253	54.7981
0.988128	0.000193085	0.00182481	54.5672
0.992194	0.000194234	0.00184128	55.0599
0.281876	0.0735917	0.101136	3024.28
0.999991	0.492781	0.841514	25163.8
0.662313	1	0.935197	27965.2
0.999534	1.01138e-07	1.72938e-06	0.0517138
0.91167	1	0.995979	29782.8
0.999952	2.96999e-05	0.000339287	10.1457
0.986941	1	0.999914	29900.4
0.999999	0.0427422	0.17749	5307.48
0.999871	0.00166489	0.0123155	368.27
0.579174	0.0732545	0.176495	5277.74
0.454496	0.721924	0.69376	20745.5
0.00592525	0.720969	0.0275782	824.672
0.0405855	0.476286	0.0956091	2859
0.010436	0.280199	0.0199859	597.639
0.404904	0.364745	0.430162	12863.1
0.99999	1	1	29903
0.599747	0.0277976	0.0849258	2539.54
0.950573	0.634463	0.908073	27154.1
0.999856	2.7184e-10	6.25848e-09	0.000187147
0.999995	0.00313854	0.021229	634.81
0.797645	0.624945	0.845521	25283.6
0.487834	1	0.837991	25058.5
0.630959	1	0.921525	27556.4
0.273154	0.0379661	0.0577515	1726.94
2.2415e-08	1	4.17223e-07	0.0124762
0.417368	1	0.782059	23385.9
0.994429	1	0.999984	29902.5
0.827086	1	0.984106	29427.7
0.943254	1	0.998359	29853.9
0.600745	1	0.906875	27118.3
0.625824	1	0.919139	27485
0.472598	0.294008	0.413183	12355.4
0.642739	1	0.92684	27715.3
0.986036	0.398273	0.759771	22719.4
1	0.121228	0.37703	11274.3
0.649344	1	0.929726	27801.6
0.530631	1	0.866886	25922.5
0.963906	1	0.999341	29883.3
0.691271	0.062363	0.178647	5342.08
0.999994	6.64202e-14	2.08178e-12	6.22515e-08
0.99998	6.87983e-07	1.04499e-05	0.312484
0.973859	1	0.999655	29892.7
0.999984	1.45626e-18	6.12647e-17	1.832e-12
0.638271	2.00991e-17	5.11799e-16	1.53043e-11
0.592538	0.0208144	0.0665439	1989.86
0.999999	5.24123e-06	6.89691e-05	2.06238
0.0162256	1.91164e-13	1.06722e-13	3.1913e-09
0.964169	0.136471	0.398445	11914.7
0.999921	0.0047501	0.0301592	901.85
0.514707	0.00514915	0.0183748	549.461
0.972531	2.97909e-06	3.98423e-05	1.1914
0.936281	2.11282e-11	5.07332e-10	1.51707e-05
0.529782	3.53453e-12	5.24378e-11	1.56805e-06
0.999999	1.95738e-15	6.82482e-14	2.04083e-09
1	6.45943e-14	2.02636e-12	6.05944e-08
0.999993	1.39069e-14	4.57623e-13	1.36843e-08
1	1.92335e-15	6.70956e-14	2.00636e-09
0.895603	1	0.99435	29734.1
0.995269	0.0788403	0.278172	8318.19
0.999928	2.10757e-07	3.4504e-06	0.103177
0.99996	3.40662e-25	1.95324e-23	5.84078e-19
0.838228	0.0798982	0.248032	7416.9
0.150674	1	0.435845	13033.1
0.145154	1	0.425295	12717.6
0.1606	1	0.454311	13585.3
0.871353	1	0.991345	29644.2
0.905886	1	0.995425	29766.2
0.939926	1	0.998158	29847.9
0.926311	1	0.997216	29819.7
0.945847	1	0.998507	29858.3
0.742541	1	0.963579	28813.9
0.995169	0.803187	0.97836	29255.9
0.999969	0	0	0
0.990945	1	0.999959	29901.8
0.685621	0.590479	0.770926	23053
0.842757	1	0.986933	29512.3
0.00440069	0.408121	0.0131507	393.246
0.754328	0.702872	0.86661	25914.2
0.999869	0.594028	0.903374	27013.6
0.99985	0.395545	0.762355	22796.7
0.026646	0.000470452	0.000154025	4.6058
0.527403	0.758167	0.766388	22917.3
0.324641	0.685574	0.556977	16655.3
0.295848	0.0154276	0.0291632	872.067
0.552684	0.0119691	0.0398125	1190.51
1	0.120494	0.375479	11227.9
0.94711	0.111383	0.342757	10249.5
0.843611	0.323984	0.627842	18774.3
0.952088	9.06174e-05	0.000893641	26.7225
0.85086	5.98204e-07	7.88464e-06	0.235775
0.999779	0.00336502	0.0225223	673.485
0.446125	0.00798793	0.0236517	707.256
0.201167	0.000278443	0.000604382	18.0728
0.0466231	2.01479e-09	2.26277e-09	6.76635e-05
0.0726213	8.82787e-12	1.86401e-11	5.57396e-07
0.185418	6.77025e-14	4.14368e-13	1.23909e-08
0.0236772	2.33881e-15	2.12825e-15	6.36411e-11
0.078686	6.36763e-13	1.58453e-12	4.73823e-08
0.0772267	7.99564e-12	1.79767e-11	5.37556e-07
0.0564234	1.15549e-11	1.89454e-11	5.66524e-07
0.151266	8.07579e-14	4.03567e-13	1.20679e-08
0.0333192	1.58906e-13	1.7934e-13	5.3628e-09
0.00399019	1.28315e-14	1.97175e-15	5.89614e-11
0.000861885	2.42437e-14	8.23419e-16	2.46227e-11
0.000850106	2.00398e-12	5.96361e-14	1.7833e-09
0.0358381	3.84832e-12	4.22191e-12	1.26248e-07
0.0188439	2.10974e-12	1.26646e-12	3.7871e-08
0.331117	0.265848	0.301942	9028.96
0.616541	1	0.914719	27352.8
0.462642	1	0.819247	24498
0.301344	1	0.662807	19819.9
0.244852	1	0.589383	17624.3
0.482836	1	0.834378	24950.4
0.465014	1	0.82107	24552.4
0.293186	1	0.652909	19524
0.46176	1	0.818566	24477.6
0.405965	1	0.771938	23083.3
0.367071	1	0.734949	21977.2
