ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.50235	1	0.848197	25363.6
0.900931	1	0.994922	29751.2
0.859363	1	0.989611	29592.3
0.272331	1	0.626562	18736.1
0.515248	1	0.856913	25624.3
0.94712	1	0.998577	29860.4
0.977248	1	0.999739	29895.2
0.963071	0.0166017	0.0821157	2455.51
0.0833228	1.17376e-35	8.20697e-35	2.45413e-30
0.769506	1.04425e-26	4.90858e-25	1.46781e-20
0.923071	8.3198e-22	3.81057e-20	1.13947e-15
0.802891	2.42556e-22	9.93016e-21	2.96942e-16
0.22313	0.466667	0.339678	10157.4
0.716531	0.4	0.64477	19280.6
0.716531	0.4	0.64477	19280.6
0.716531	0.4	0.64477	19280.6
0.716531	0.4	0.64477	19280.6
0.716531	0.4	0.64477	19280.6
0.513417	0.466667	0.581929	17401.4
0.22313	0.466667	0.339678	10157.4
0.513417	0.466667	0.581929	17401.4
1	3.74527e-45	3.86871e-43	1.15686e-38
0.914618	7.21903e-46	6.93486e-44	2.07373e-39
1	7.17496e-46	7.52999e-44	2.25169e-39
1	1.38164e-45	1.44095e-43	4.30888e-39
0.993677	2.62317e-23	1.38153e-21	4.13118e-17
0.97833	0.158437	0.443978	13276.3
0.992967	0.0307785	0.137162	4101.57
0.00664071	1	0.0399408	1194.35
0.704442	0.131614	0.313211	9365.95
0.386705	0.0035879	0.0105173	314.5
0.999995	2.12922e-25	1.23087e-23	3.68067e-19
0.947733	0.0654953	0.234599	7015.21
0.82698	1	0.984085	29427.1
0.969211	0.315402	0.667991	19974.9
0.692134	0.925608	0.925911	27687.5
0.156552	1	0.446857	13362.4
0.999975	1	1	29903
0.252135	0.000317433	0.000835019	24.9696
0.634809	1	0.923286	27609
0.999999	1	1	29903
0.270824	1	0.624598	18677.4
0.50118	1	0.84739	25339.5
0.999999	1	1	29903
1	0.000209313	0.00198255	59.2841
1	0.109645	0.352015	10526.3
0.978222	1	0.999761	29895.9
0.984496	1	0.999879	29899.4
0.804	0.811962	0.931217	27846.2
0.790706	0.00595627	0.0299447	895.436
1	0.218271	0.550484	16461.1
0.999989	1	1	29903
0.124917	1	0.384757	11505.4
1	1	1	29903
0.554375	1	0.881409	26356.8
0.894587	1	0.994238	29730.7
0.706026	6.43243e-21	2.17268e-19	6.49697e-15
0.938237	0.629667	0.901713	26963.9
0.809694	0.629667	0.853296	25516.1
0.0358141	2.1341e-09	1.85686e-09	5.55256e-05
0.98112	2.12064e-25	1.20325e-23	3.59808e-19
0.828782	1.10906e-30	6.44908e-29	1.92847e-24
0.999999	1.14623e-30	8.01682e-29	2.39727e-24
1	3.14712e-27	1.95195e-25	5.83692e-21
0.999999	9.79639e-33	7.31821e-31	2.18836e-26
1	8.16186e-30	5.54827e-28	1.6591e-23
0.421138	1	0.785336	23483.9
0.0717893	1	0.260884	7801.21
0.0552307	1	0.215192	6434.88
0.546743	0.923576	0.849986	25417.1
0.943313	1	0.998362	29854
0.999896	0.0795811	0.280978	8402.09
0.110306	1	0.353476	10570
0.206851	1	0.532797	15932.2
0.000630637	0.781892	0.00424788	127.024
0.521505	0.126377	0.245139	7330.4
0.539703	0.12644	0.251446	7518.99
0.944654	1	0.998439	29856.3
0.441878	0.504763	0.557695	16676.8
0.775703	0.00100757	0.00637309	190.575
0.214311	0.0390272	0.0483757	1446.58
0.922501	0.383775	0.721648	21579.5
0.913902	1	0.996182	29788.8
0.981833	1	0.999834	29898
0.94075	1	0.998209	29849.4
0.994036	1	0.999982	29902.5
0.351131	0.641659	0.56108	16778
0.999835	0.643965	0.927334	27730.1
1	0.000735071	0.00603901	180.584
0.459467	0.433563	0.520611	15567.8
0.491196	0.00982636	0.0305702	914.141
0.488994	3.31325e-09	3.44134e-08	0.00102906
0.325037	1.24378e-61	5.7554e-60	1.72104e-55
0.696386	6.03781e-61	5.88741e-59	1.76051e-54
0.948296	1.43854e-62	1.95689e-60	5.85168e-56
0.703731	5.08041e-05	0.000401818	12.0156
0.985024	1	0.999887	29899.6
0.744516	9.44516e-05	0.000742759	22.2107
0.0825325	1.43166e-15	4.45156e-15	1.33115e-10
0.292422	1.43166e-15	1.52428e-14	4.55806e-10
0.417476	2.84342e-14	3.92498e-13	1.17369e-08
0.999993	1.31009e-06	1.90556e-05	0.569821
0.0871334	0.0310885	0.0187215	559.828
0.175953	0.0311025	0.0339737	1015.92
0.200553	0.0311077	0.0379127	1133.7
0.235269	0.0310931	0.0432901	1294.5
0.310643	0.031093	0.0544746	1628.95
0.309851	0.0310932	0.0543605	1625.54
0.287203	0.0310885	0.0510586	1526.81
0.290553	0.0311078	0.051576	1542.28
0.263916	0.0311076	0.0476368	1424.48
0.299517	0.031084	0.0528507	1580.39
0.350052	0.0311077	0.0601087	1797.43
0.32294	0.0312341	0.0564507	1688.05
0.317411	0.0311697	0.0555611	1661.44
0.305258	0.0313339	0.0540385	1615.91
0.331623	0.0312917	0.0577811	1727.83
0.24373	0.0312816	0.0448033	1339.75
0.302695	0.0312813	0.0535906	1602.52
0.146433	0.031443	0.0293789	878.517
0.184981	0.0314585	0.0357684	1069.58
0.530799	1	0.866992	25925.7
0.586642	0.185911	0.350729	10487.8
0.694733	0.180333	0.385519	11528.2
0.635384	0.00460876	0.0200102	598.366
0.940354	1	0.998185	29848.7
0.492048	0.603793	0.65768	19666.6
0.491724	0.603789	0.657441	19659.4
0.150259	0.603789	0.308458	9223.82
0.943621	0.600429	0.888473	26568
0.943621	0.600429	0.888473	26568
0.51219	0.600429	0.670168	20040
0.0892313	0.603785	0.211253	6317.1
0.0652708	0.603749	0.166842	4989.09
0.708056	1	0.9525	28482.6
0.240379	2.44621e-07	1.0378e-06	0.0310333
1	0.82103	0.982933	29392.7
0.260764	0.368683	0.321293	9607.62
0.923242	6.78235e-08	1.10121e-06	0.0329293
0.381646	3.25825e-06	1.81521e-05	0.542801
0.537529	1.84105e-13	3.06228e-12	9.15715e-08
0.735457	5.13668e-07	5.96476e-06	0.178364
0.86881	5.33307e-07	7.2211e-06	0.215933
0.631844	0.0007123	0.0039183	117.169
0.755417	0.370773	0.636542	19034.5
0.99633	0.855967	0.988596	29562
0.701055	1	0.950048	28409.3
0.320302	2.37233e-06	1.14664e-05	0.34288
0.95056	3.36174e-05	0.000362731	10.8467
0.967146	1	0.999454	29886.7
0.975967	1	0.999709	29894.3
0.88922	1	0.993624	29712.3
0.405529	7.24463e-06	4.03604e-05	1.2069
0.803269	0.492402	0.762397	22798
1	0.0653001	0.243488	7281.04
1	0.862634	0.990101	29607
0.13422	0.183157	0.115682	3459.23
0.00337356	0.883982	0.0203238	607.742
1	1	1	29903
0.981568	1.78126e-15	6.116e-14	1.82887e-09
0.311294	0.0316358	0.0553507	1655.15
0.268778	0.322584	0.298716	8932.5
0.634955	0.0197476	0.0674455	2016.82
0.277873	0.00836504	0.0164203	491.017
0.875546	0.0209543	0.0917014	2742.15
1	7.59599e-06	9.71367e-05	2.90468
0.779282	0.136199	0.344205	10292.8
0.999914	4.80813e-05	0.000526094	15.7318
0.999999	0.583043	0.897591	26840.7
0.931349	0.133242	0.383044	11454.2
0.0310046	1	0.138703	4147.63
1	1	1	29903
1	1	1	29903
0.519183	1	0.859507	25701.8
0.0907772	1	0.308583	9227.56
0.43436	1	0.796565	23819.7
0.223421	1	0.558262	16693.7
0.889154	1	0.993616	29712.1
0.977256	1	0.999739	29895.2
0.999999	1	1	29903
0.824798	1	0.983668	29414.6
0.932469	1	0.997667	29833.2
0.270435	1	0.62409	18662.2
1	1	1	29903
0.984795	1	0.999884	29899.5
5.92932e-12	0.414744	6.81953e-11	2.03924e-06
0.353564	1	0.721161	21564.9
0.000924895	0.725886	0.00557651	166.754
0.960231	0.405554	0.756686	22627.2
1	0.106982	0.346098	10349.4
0.993304	0.279552	0.633467	18942.6
0.823525	1	0.983422	29407.3
0.999996	1	1	29903
0.898436	1	0.994658	29743.3
0.827116	1	0.984111	29427.9
0.885592	1	0.99319	29699.4
0.555171	1	0.881878	26370.8
0.76656	1	0.970344	29016.2
0.172715	1	0.476023	14234.5
0.157245	0.41381	0.242858	7262.2
0.11646	0.413862	0.194357	5811.85
0.0291932	0.412972	0.0653217	1953.32
0.0787711	0.25943	0.0999397	2988.5
0.0141579	0.41381	0.0359713	1075.65
0.0208611	0.41344	0.0496195	1483.77
0.148085	0.366723	0.212506	6354.57
0.107166	0.635762	0.251156	7510.31
0.373727	0.287287	0.346956	10375
0.99511	1	0.999988	29902.6
0.610325	1	0.911681	27262
0.999708	0.767976	0.97066	29025.6
0.983166	1	0.999858	29898.7
0.960377	0.0237267	0.108956	3258.1
0.932413	1	0.997663	29833.1
0.565194	1	0.887686	26544.5
0.825419	1	0.983787	29418.2
0.000235519	1	0.00220298	65.8758
0.924339	0.00675842	0.037955	1134.97
0.971731	1	0.999597	29890.9
0.999999	1	1	29903
0.152019	1	0.438384	13109
0.00203688	1	0.0146581	438.321
0.0213596	1	0.103514	3095.38
0.174457	1	0.479072	14325.7
0.951312	1	0.998795	29867
0.544058	1	0.875226	26171.9
0.40837	1	0.774099	23147.9
0.819866	1	0.982703	29385.8
0.821642	1	0.983054	29396.3
0.483702	1	0.835008	24969.2
0.464252	1	0.820485	24535
0.186586	1	0.499838	14946.7
0.260096	1	0.610369	18251.9
0.999996	0.636515	0.924058	27632.1
0.805762	0.526793	0.788204	23569.7
0.546807	1	0.876892	26221.7
0.999999	1	1	29903
0.0495259	5.00184e-50	2.91133e-49	8.70574e-45
0.999873	0.427404	0.790662	23643.2
0.999835	6.16713e-44	6.19661e-42	1.85297e-37
0.984847	0.00535587	0.0329397	984.995
0.930489	0.29897	0.634118	18962
0.415022	2.46605e-07	1.7496e-06	0.0523184
0.939109	1.15841e-37	9.36784e-36	2.80126e-31
0.000200073	3.83802e-07	1.86518e-09	5.57746e-05
0.568584	0.190586	0.349178	10441.5
0.998249	3.25013e-06	4.42495e-05	1.32319
0.824705	0.000174416	0.00141638	42.354
0.862304	2.36419e-33	1.55494e-31	4.64973e-27
0.168697	2.935e-08	9.96371e-08	0.00297945
0.108129	0.0339759	0.0242709	725.772
0.96276	2.2847e-85	4.30974e-83	1.28874e-78
0.975456	0.341332	0.699121	20905.8
0.983713	1.2387e-27	7.67331e-26	2.29455e-21
0.994893	1	0.999987	29902.6
1	0.650503	0.930225	27816.5
0.0251904	0.831661	0.101934	3048.14
0.316107	1	0.680159	20338.8
3.66216e-09	0.142727	1.16936e-08	0.000349674
0.999946	1	1	29903
1	1	1	29903
0.999997	1	1	29903
0.130464	0.217645	0.129525	3873.18
0.0023558	1	0.0166105	496.703
0.0127747	0.132518	0.0124957	373.658
0.862489	0.889096	0.970417	29018.4
0.462053	1	0.818793	24484.4
0.999918	1	1	29903
0.0170053	0.858824	0.0763296	2282.48
1	0.440278	0.80146	23966.1
7.75651e-08	0.502534	7.03972e-07	0.0210509
8.47066e-06	0.419927	4.81859e-05	1.4409
1	1	1	29903
2.14049e-63	1	3.11017e-61	9.30034e-57
0.00856857	1.96095e-11	5.11043e-12	1.52817e-07
0.519902	2.35226e-31	8.82706e-30	2.63956e-25
0.75964	1.97437e-11	3.88798e-10	1.16262e-05
0.996176	1	0.999993	29902.8
0.88157	1	0.992693	29684.5
0.999711	0.114106	0.361716	10816.4
0.57066	1	0.890778	26636.9
0.98745	1	0.999921	29900.6
0.970001	1	0.999545	29889.4
0.952649	1	0.998861	29868.9
0.872381	1	0.991486	29648.4
0.428232	1	0.791411	23665.6
0.999948	0.401982	0.768308	22974.7
0.946384	1	0.998536	29859.2
0.978358	0.83063	0.981239	29342
0.624075	1	0.918317	27460.4
0.999998	0.000160296	0.00156104	46.6797
0.124345	0.627475	0.277041	8284.37
0.891429	6.04689e-08	9.56041e-07	0.0285885
0.846566	0.824857	0.949063	28379.8
0.583876	0.254696	0.432116	12921.6
0.98101	4.59616e-33	3.40327e-31	1.01768e-26
0.971088	0.0235879	0.109407	3271.6
1	1	1	29903
1	1	1	29903
0.999997	0.853793	0.988749	29566.6
0.660429	1.30181e-09	1.88066e-08	0.000562373
0.999978	3.48376e-16	1.27479e-14	3.81201e-10
0.999999	2.26967e-20	1.04932e-18	3.13777e-14
0.686306	0.0719816	0.19799	5920.49
0.422034	0.0721612	0.136787	4090.34
0.72121	0.926771	0.937676	28039.3
0.952143	1.98545e-21	9.20971e-20	2.75398e-15
0.9063	0.313538	0.641695	19188.6
1	0.893952	0.994167	29728.6
0.850801	1.02694e-05	0.000110507	3.3045
0.0549185	2.95467e-25	9.79814e-25	2.92994e-20
0.960869	0.0429754	0.172899	5170.18
0.650435	0.459399	0.659756	19728.7
0.946471	0.63014	0.90465	27051.8
1	0.652126	0.930921	27837.3
0.0388785	1	0.165129	4937.86
0.306497	1	0.668945	20003.4
0.90482	0.211209	0.507373	15172
0.977909	4.37866e-12	1.16368e-10	3.47976e-06
0.560217	0.595937	0.70011	20935.4
0.650785	0.00172455	0.00874545	261.515
0.424483	0.00188194	0.00649653	194.266
0.791002	0.000417523	0.00297751	89.0366
0.496458	0.0791789	0.166525	4979.59
0.912953	0.129991	0.371617	11112.5
0.57084	0.129991	0.267205	7990.22
0.57084	0.129991	0.267205	7990.22
0.842883	0.129991	0.351845	10521.2
0.963579	0.474697	0.815184	24376.4
0.0542749	1	0.212415	6351.85
0.205183	0.505068	0.338555	10123.8
0.855978	1	0.989092	29576.8
0.877269	1	0.99214	29668
0.999996	0.414514	0.779554	23311
0.999998	0.17052	0.472153	14118.8
0.919657	0.183148	0.46845	14008.1
0.872636	1	0.991521	29649.5
0.0057792	1	0.0355622	1063.42
0.120139	0.0854711	0.0572843	1712.97
5.77173e-07	1.2308e-53	9.74609e-58	2.91437e-53
0.94448	0.522557	0.842058	25180
0.99998	1	1	29903
1.65086e-07	0.0148821	5.1162e-08	0.0015299
0.802203	1	0.979003	29275.1
0.999985	2.29811e-05	0.000268435	8.02701
1	4.96516e-08	8.84704e-07	0.0264553
0.958717	1.01862e-05	0.000122429	3.66098
0.945222	0.0457059	0.178938	5350.78
0.280855	0.0070254	0.014262	426.475
0.685064	0.0245276	0.0854632	2555.61
0.0280289	4.98717e-07	2.66789e-07	0.0079778
0.0158039	4.41403e-54	8.9293e-54	2.67013e-49
0.844183	8.4909e-27	4.38675e-25	1.31177e-20
0.492253	0.000582469	0.00262551	78.5108
0.183116	1.86031e-31	2.50233e-30	7.48271e-26
0.511962	0.137991	0.257864	7710.9
0.540832	2.26897e-17	4.90108e-16	1.46557e-11
1	0.910591	0.995878	29779.7
0.873208	0.955153	0.985398	29466.4
0.999886	0.0515486	0.204385	6111.72
0.999999	0.87359	0.99165	29653.3
0.248047	0.00624361	0.0115694	345.959
0.210518	0.00396576	0.00675259	201.923
0.318765	0.00650327	0.0148816	445.006
0.837992	0.0293833	0.115828	3463.61
0.617884	0.110206	0.251055	7507.29
0.771957	1	0.97176	29058.5
0.989456	0.617637	0.912075	27273.8
0.899993	1	0.994824	29748.2
0.580744	1	0.896347	26803.5
0.774401	1	0.972389	29077.3
0.219357	0.0176706	0.0254001	759.54
0.486121	0.0425726	0.100949	3018.68
0.0738509	0.403402	0.134465	4020.91
0.558047	0.616747	0.711272	21269.2
0.252565	0.40351	0.334644	10006.9
0.999999	0.24803	0.593835	17757.4
0.994273	1.94439e-19	8.52369e-18	2.54884e-13
0.792857	8.75467e-05	0.000734063	21.9507
0.893276	7.15006e-10	1.41609e-08	0.000423455
0.847224	3.79367e-09	6.60679e-08	0.00197563
0.801382	1	0.978822	29269.7
1	3.36515e-06	4.57729e-05	1.36875
1	1	1	29903
0.269492	1	0.622854	18625.2
0.20379	1	0.527952	15787.3
0.198845	1	0.520026	15550.3
0.909484	1	0.995774	29776.6
0.971348	2.63245e-05	0.000295952	8.84986
0.0111244	4.12014e-15	1.77018e-15	5.29338e-11
