ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.0734477	0.817494	0.228926	6845.57
0.987276	0.732272	0.957488	28631.8
0.999614	0.732272	0.960362	28717.7
0.998293	0.732272	0.96006	28708.7
0.999614	0.732272	0.960362	28717.7
0.998293	0.732272	0.96006	28708.7
0.981409	1	0.999826	29897.8
0.8831	1	0.992884	29690.2
1	0.0158703	0.0816257	2440.85
0.999989	1	1	29903
0.836689	1	0.985873	29480.6
0.448909	0.470542	0.539653	16137.2
0.897769	1	0.994587	29741.1
0.991485	1	0.999964	29901.9
0.996722	1.3756e-06	1.98807e-05	0.594493
0.999998	1	1	29903
0.168854	1	0.469198	14030.4
0.907103	1	0.995545	29769.8
0.676399	1	0.940852	28134.3
0.00455682	1	0.0291232	870.872
0.361218	1	0.729037	21800.4
0.593125	0.850479	0.849632	25406.5
0.93411	1	0.99778	29836.6
0.643841	0.635405	0.774752	23167.4
0.954468	0.817711	0.973919	29123.1
0.392491	1	0.759565	22713.3
0.641808	0.00160074	0.00809643	242.108
0.692168	0.000436748	0.00275219	82.2988
0.999928	1.41266e-05	0.000171874	5.13954
0.996961	0.0462138	0.187865	5617.73
0.622238	2.88504e-05	0.000214126	6.40301
1	5.9918e-07	9.18405e-06	0.274631
0.901309	0.000183756	0.00160749	48.0686
0.881622	0.0203581	0.0901044	2694.39
0.812991	0.020504	0.0849177	2539.29
0.935686	0.0332923	0.139211	4162.84
0.0841089	0.0309741	0.0181068	541.447
0.349001	0.0377847	0.0702668	2101.19
0.174693	0.0333891	0.0358385	1071.68
0.00117828	0.466993	0.00467996	139.945
0.00545279	0.0292163	0.00155243	46.4222
0.0972229	0.0910214	0.0506839	1515.6
0.994752	0.315418	0.677451	20257.8
0.87207	0.00101208	0.00708962	212.001
0.69013	0.315328	0.549487	16431.3
0.999871	1.74911e-28	1.13526e-26	3.39477e-22
0.462736	0.0624618	0.131331	3927.19
0.987406	0.00107029	0.00829858	248.152
0.999999	1.18657e-08	2.2841e-07	0.00683014
0.999998	9.44136e-27	5.75211e-25	1.72005e-20
0.460899	1	0.8179	24457.7
0.368239	1	0.736118	22012.1
0.731183	0.913892	0.937606	28037.2
0.999928	1	1	29903
0.999999	0.937055	0.997976	29842.5
0.0675869	0.22081	0.0776756	2322.73
1	0.178653	0.486349	14543.3
0.246113	1	0.591155	17677.3
0.989409	2.57524e-07	4.12332e-06	0.123299
0.953099	0.000286556	0.0025142	75.1822
0.999999	1.74231e-22	8.90346e-21	2.6624e-16
0.999995	1.46323e-18	6.15519e-17	1.84059e-12
0.567969	1	0.889263	26591.6
0.347605	1	0.714916	21378.1
0.610075	0.895931	0.876758	26217.7
0.315917	0.0210894	0.0400501	1197.62
0.85023	0.785286	0.937384	28030.6
0.395639	1	0.762497	22800.9
0.752825	1	0.966569	28903.3
0.628101	0.433124	0.62619	18725
0.999133	0.705178	0.951287	28446.3
0.988262	0.696397	0.945372	28269.5
0.99731	0.674626	0.93944	28092.1
0.884517	0.674626	0.90481	27056.5
0.999992	4.64359e-15	1.57896e-13	4.72157e-09
0.78883	0.00192665	0.011382	340.357
1	7.88637e-20	3.54781e-18	1.0609e-13
