ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.958823	1	0.99914	29877.3
0.803775	1	0.979348	29285.5
0.7859	1	0.975244	29162.7
0.992644	1	0.999973	29902.2
0.978956	1	0.999777	29896.3
1	1	1	29903
1	1	1	29903
0.944953	1	0.998456	29856.8
0.790028	1	0.976227	29192.1
0.0878611	1	0.301539	9016.92
0.956035	1	0.999019	29873.7
0.87874	1	0.992331	29673.7
0.63007	1	0.921115	27544.1
0.991446	1	0.999963	29901.9
0.516793	1	0.857935	25654.8
0.716032	1	0.955209	28563.6
0.696345	1	0.948359	28358.8
1	0.0849672	0.294453	8805.03
0.906654	1	0.995501	29768.5
0.804185	0.228449	0.494996	14801.9
0.922265	0.0383774	0.153653	4594.7
0.999998	0.58918	0.90087	26938.7
0.680328	0.00192871	0.0100197	299.62
1	1	1	29903
0.579777	1.64127e-32	7.1113e-31	2.12649e-26
0.743657	1.8402e-09	2.92985e-08	0.000876112
0.643987	1.49934e-08	1.87856e-07	0.00561746
0.999997	3.68069e-64	5.41289e-62	1.61862e-57
0.785725	0.0615125	0.194761	5823.95
0.999992	1.48354e-44	1.512e-42	4.52134e-38
0.183972	1	0.495431	14814.9
0.396378	1	0.763181	22821.4
0.631885	1	0.92195	27569.1
0.257066	1	0.606271	18129.3
0.982297	1	0.999842	29898.3
0.0433842	1	0.179509	5367.86
2.68602e-09	0.921356	5.15178e-08	0.00154054
1	1.13441e-05	0.000140517	4.20187
0.999999	1	1	29903
0.999999	0.322103	0.687008	20543.6
0.855147	1	0.988962	29572.9
0.802814	1	0.979138	29279.2
0.76155	1	0.968996	28975.9
0.999999	0.148019	0.430797	12882.1
0.887882	0.00853661	0.044585	1333.22
0.997101	1.75337e-05	0.000208996	6.2496
0.614756	0.0191597	0.0640927	1916.56
0.999253	0.000343615	0.00308223	92.168
0.965634	4.34775e-09	8.51782e-08	0.00254708
0.961869	4.35677e-09	8.50298e-08	0.00254265
0.999942	8.394e-66	1.2661e-63	3.78603e-59
0.999991	1.40999e-45	1.47022e-43	4.3964e-39
0.779351	1	0.973638	29114.7
1	1	1	29903
0.320215	1	0.684864	20479.5
0.366378	1	0.734255	21956.4
0.81199	1	0.981101	29337.9
1	1	1	29903
1.85212e-06	1	2.62985e-05	0.786405
0.999968	1	1	29903
0.680954	1	0.942618	28187.1
0.98502	1	0.999887	29899.6
0.182721	1	0.493309	14751.4
1	0.910876	0.995905	29780.5
0.103661	1	0.338622	10125.8
0.926103	1	0.9972	29819.3
0.731367	1	0.960168	28711.9
0.973041	0.0034306	0.0223732	669.026
0.998218	0.190047	0.505054	15102.6
0.652043	5.34307e-07	5.52895e-06	0.165332
0.9429	1.32342e-05	0.00015338	4.58651
0.986267	1	0.999905	29900.2
0.987784	6.37746e-08	1.10747e-06	0.0331168
0.70267	0.304118	0.54347	16251.4
0.320773	1	0.685499	20498.5
0.986589	1	0.99991	29900.3
0.999983	1	1	29903
0.984904	1	0.999885	29899.6
0.999988	1	1	29903
1	1.72866e-06	2.46648e-05	0.737552
0.654438	0.490628	0.685854	20509.1
0.0173589	0.498574	0.0497615	1488.02
0.706809	0.472957	0.700588	20949.7
0.534357	0.4301	0.567771	16978
0.628258	0.447651	0.638007	19078.3
0.929718	0.213964	0.520156	15554.2
0.999959	1.52584e-22	7.81724e-21	2.33759e-16
0.667137	2.54037e-07	2.81172e-06	0.084079
1	5.9199e-20	2.68014e-18	8.01442e-14
0.65241	1	0.931043	27841
0.854288	1	0.988827	29568.9
1	0.606282	0.909671	27201.9
1	0.814265	0.981572	29351.9
1	0.284524	0.642153	19202.3
0.999996	0.38117	0.748811	22391.7
0.300318	0.00748474	0.0159544	477.086
0.966708	0.80008	0.972143	29070
0.522197	1	0.861474	25760.6
1	0.00681966	0.0408357	1221.11
0.880874	0.000118085	0.00105796	31.6363
0.950472	0.221419	0.538441	16101
0.999988	1	1	29903
0.69756	1	0.948798	28371.9
0.703941	1	0.951067	28439.8
0.83354	1	0.985306	29463.6
0.999991	0.080997	0.284568	8509.45
0.999986	0.362843	0.730683	21849.6
0.938999	0.362865	0.707582	21158.8
0.445286	1	0.80554	24088.1
0.0339205	1	0.148698	4446.53
0.792646	1	0.97684	29210.4
0.931571	1	0.997603	29831.3
0.381445	1	0.749077	22399.7
0.991163	1	0.999961	29901.8
0.73741	1	0.962033	28767.7
0.972934	1	0.99963	29891.9
1	0.000905825	0.00725264	216.876
0.651662	1	0.930723	27831.4
0.922902	1	0.996948	29811.7
0.00102647	1.52418e-63	2.38626e-64	7.13564e-60
0.779114	1	0.973579	29112.9
0.865923	1	0.990581	29621.3
0.872323	1	0.991478	29648.2
1	1	1	29903
0.30561	1	0.667894	19972
0.999998	1	1	29903
0.952033	1	0.998831	29868
0.999978	0.310071	0.673142	20129
0.80118	0.874508	0.9499	28404.9
1	0.804005	0.979398	29287
0.754888	1	0.967152	28920.7
0.0069667	0.0367297	0.00237225	70.9374
0.999998	1	1	29903
1	2.02827e-07	3.32858e-06	0.0995345
0.772139	1	0.971807	29059.9
0.635681	0.00105248	0.0055595	166.246
0.704271	1.18107e-11	2.20531e-10	6.59453e-06
1	4.03515e-12	1.09901e-10	3.28638e-06
0.999999	1.0594e-13	3.27098e-12	9.7812e-08
0.934638	8.65539e-14	2.51957e-12	7.53428e-08
1	1.06468e-13	3.28675e-12	9.82838e-08
1	8.75131e-15	2.92028e-13	8.7325e-09
0.999998	1	1	29903
0.224762	1	0.560268	16753.7
0.156566	1	0.446883	13363.1
0.00149467	6.09346e-05	1.56758e-06	0.0468754
0.999998	1	1	29903
0.774734	1	0.972474	29079.9
0.972025	1	0.999605	29891.2
0.986695	1	0.999911	29900.3
0.983398	1	0.999861	29898.9
0.989468	0.000366964	0.00323914	96.8601
0.999999	1.61917e-38	1.42513e-36	4.26157e-32
0.990109	1	0.999951	29901.5
0.436352	1	0.798221	23869.2
0.843363	1	0.987036	29515.4
0.984659	1	0.999882	29899.5
0.904225	1	0.99526	29761.3
0.999996	1	1	29903
0.197642	1	0.518079	15492.1
0.91859	1	0.996592	29801.1
0.86022	1	0.989741	29596.2
0.857358	1	0.989305	29583.2
0.730843	1	0.960004	28707
0.999995	0.00100729	0.00795807	237.97
0.373972	1	0.741801	22182.1
0.936709	1	0.997954	29841.8
1	0.625975	0.91921	27487.1
0.100142	0.38829	0.165148	4938.41
