ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.975208	1	0.99969	29893.7
0.0605455	1	0.230337	6887.77
0.927269	1	0.997289	29821.9
0.284181	1	0.641722	19189.4
0.0627831	1	0.236571	7074.19
0.513442	1	0.855712	25588.4
0.913807	1	0.996174	29788.6
0.241606	1	0.584795	17487.1
0.999999	0.332562	0.698689	20892.9
0.999999	0.650096	0.93005	27811.3
0.0112721	1	0.0618324	1848.98
1	1	1	29903
0.935028	2.81282e-14	8.48701e-13	2.53787e-08
0.065851	2.49731e-05	2.35461e-05	0.704099
4.41797e-07	0	0	0
0.155684	0.119543	0.0927567	2773.7
0.859982	0.119469	0.336533	10063.4
0.801143	0.0445097	0.154536	4621.09
0.372528	3.99406e-71	2.44144e-69	7.30063e-65
1	1.66434e-10	3.91394e-09	0.000117038
0.434729	1	0.796873	23828.9
0.783877	1	0.974754	29148.1
0.0399723	1	0.168666	5043.62
0.0522117	1	0.206364	6170.91
0.00436186	1	0.028068	839.316
0.998978	0.166448	0.464596	13892.8
0.999781	0.900362	0.994842	29748.8
0.99999	0.638849	0.925106	27663.4
3.37189e-74	0.474887	2.73689e-72	8.18413e-68
0.901958	2.85688e-20	1.18803e-18	3.55257e-14
1	6.89427e-179	2.83514e-176	8.47793e-172
0.982623	0.598175	0.900128	26916.5
0.750612	0.605852	0.813104	24314.3
0.994412	0.598732	0.904121	27035.9
0.999818	0.0353039	0.15333	4585.03
1	2.24351e-39	2.019e-37	6.0374e-33
2.53367e-05	1	0.000293481	8.77597
2.24551e-19	0.0665234	6.96861e-19	2.08382e-14
0.37051	0.0902752	0.147096	4398.61
0.95799	1	0.999105	29876.2
0.949009	0.165066	0.447037	13367.8
0.999791	1	1	29903
1	1	1	29903
0.726529	1	0.958638	28666.2
1.08167e-05	0.570763	8.02294e-05	2.3991
0.725013	2.12314e-96	3.41135e-94	1.0201e-89
0.997939	1.43852e-23	7.69428e-22	2.30082e-17
0.999999	2.55038e-24	1.41101e-22	4.21935e-18
0.969966	1.12549e-112	2.82531e-110	8.44854e-106
0.980632	1.13879e-112	2.88989e-110	8.64162e-106
0.0020042	6.85402e-62	2.03371e-62	6.08141e-58
1	1.49141e-07	2.49339e-06	0.07456
1	3.27905e-19	1.4284e-17	4.27136e-13
1	1.07334e-17	4.30122e-16	1.28619e-11
0.99995	9.17207e-21	4.32333e-19	1.29281e-14
0.00399377	2.35093e-09	2.47791e-10	7.4097e-06
0.999976	1	1	29903
2.52794e-09	0.955587	5.03457e-08	0.00150549
0.999814	0.658941	0.933748	27921.9
0.999986	8.33742e-05	0.000866428	25.9088
0.999997	0.00033613	0.00302449	90.4414
1	1	1	29903
0.728323	1	0.959209	28683.2
0.428427	0.623398	0.619681	18530.3
0.918859	1	0.996615	29801.8
0.226441	1	0.562767	16828.4
1	1	1	29903
0.926082	0.00979225	0.0517168	1546.49
0.932431	0.610271	0.889865	26609.6
0.353629	0.231809	0.287021	8582.79
0.804114	0.0148453	0.0647968	1937.62
0.768801	0.597236	0.816547	24417.2
0.453086	1	0.811782	24274.7
0.999912	3.67624e-07	5.81393e-06	0.173854
1	0.392812	0.759865	22722.2
0.967216	1	0.999457	29886.8
0.0354582	1	0.153867	4601.1
0.999657	1	1	29903
0.446582	1	0.806586	24119.4
0.832622	1	0.985138	29458.6
0.914103	1	0.9962	29789.4
0.905248	1	0.995362	29764.3
0.918048	1	0.996546	29799.7
0.254972	1	0.603417	18044
0.2861	1	0.644129	19261.4
0.0181016	1	0.0907206	2712.82
0.999999	1	1	29903
0.946118	0.0929379	0.301707	9021.96
0.357758	2.84337e-05	0.000127113	3.80105
0.957984	0.30567	0.652469	19510.8
0.491181	1	0.840382	25129.9
0.144265	1	0.423576	12666.2
0.999968	0.98024	0.999803	29897.1
0.999986	0.269566	0.622947	18628
0.999935	0.0157361	0.081065	2424.09
0.977744	1	0.99975	29895.5
0.923896	1	0.997028	29814.1
0.839495	1	0.986369	29495.4
0.688692	1	0.945547	28274.7
0.845254	1	0.987357	29524.9
0.170989	0.28821	0.197627	5909.65
0.979363	0.00519645	0.0319635	955.803
1	1	1	29903
0.999999	0.0923323	0.312301	9338.73
0.0853806	0.540154	0.188004	5621.9
0.872731	1	0.991534	29649.8
0.996729	1	0.999995	29902.8
0.999999	1	1	29903
0.849742	1	0.988099	29547.1
0.544237	1	0.875335	26175.1
0.997361	1	0.999997	29902.9
0.44259	1.86363e-124	2.36488e-122	7.0717e-118
1	1.28526e-124	3.67932e-122	1.10023e-117
0.854041	8.07591e-125	1.97874e-122	5.91702e-118
0.959085	0.0120712	0.0631973	1889.79
0.999959	0.0194281	0.0959917	2870.44
1	1	1	29903
0.540691	1	0.873166	26110.3
1	0.907445	0.995578	29770.8
0.559901	0.146343	0.286929	8580.05
0.687755	2.29648e-14	5.17719e-13	1.54814e-08
0.667736	0.246345	0.461385	13796.8
0.911141	1	0.99593	29781.3
0.449985	8.43204e-58	5.05462e-56	1.51148e-51
0.940667	1	0.998204	29849.3
0.902816	1	0.995117	29757
0.996978	1	0.999995	29902.9
0.902125	1	0.995046	29754.9
0.789662	1	0.976141	29189.5
0.992997	0.171369	0.471532	14100.2
0.916839	1	0.996442	29796.6
0.988179	1	0.99993	29900.9
1.40835e-13	0.050917	2.40717e-13	7.19816e-09
0.192695	3.24484e-31	4.55504e-30	1.36209e-25
0.689288	1	0.945769	28281.3
0.946518	0.515432	0.838014	25059.1
0.449741	0.273142	0.380427	11375.9
0.953123	0.272147	0.609417	18223.4
0.408274	0.272187	0.355282	10624
0.364588	1	0.732453	21902.5
0.537367	1	0.871112	26048.9
1	0.660105	0.934284	27937.9
0.997275	1	0.999996	29902.9
0.0588484	1	0.225554	6744.73
0.246738	0.123102	0.136506	4081.93
0.944692	0.727024	0.944844	28253.7
0.951665	1	0.998813	29867.5
0.87478	1	0.991811	29658.1
0.648829	1	0.929504	27794.9
0.581513	0.0467856	0.125267	3745.85
1	0.901737	0.995006	29753.7
0.999978	7.55685e-07	1.14073e-05	0.341113
0.984518	1	0.99988	29899.4
0.886986	1	0.993359	29704.4
0.360255	1	0.728055	21771
0.142239	0.519758	0.266491	7968.87
