ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.553133	1	0.880674	26334.8
0.99921	0.785022	0.974881	29151.9
0.859785	0.783398	0.939734	28100.9
0.0161149	0.783398	0.0678198	2028.02
0.363372	0.785022	0.643071	19229.8
0.0265056	0.783398	0.101217	3026.68
0.0651165	0.783401	0.202809	6064.6
0.848639	1	0.987919	29541.7
1	0.635728	0.923703	27621.5
0.992298	1	0.99997	29902.1
0.940448	1	0.99819	29848.9
0.980945	1	0.999817	29897.5
0.0736054	1	0.265645	7943.57
0.968375	1	0.999495	29887.9
0.352429	1	0.719979	21529.5
1	1	1	29903
0.999999	1	1	29903
0.474029	1	0.827885	24756.3
0.725189	1	0.958209	28653.3
0.762393	1	0.969225	28982.7
0.664548	1	0.936114	27992.6
0.00017675	0.0593888	0.000130839	3.91247
0.106771	1	0.345624	10335.2
0.519969	1	0.860021	25717.2
0.934795	1	0.997826	29838
0.865416	0.926732	0.97896	29273.9
0.621511	0.264475	0.461169	13790.3
0.90833	0.264475	0.582837	17428.6
0.996341	0.269008	0.620925	18567.5
0.921514	0.570429	0.863711	25827.6
1	0.000195433	0.00186449	55.7538
1	0.192303	0.50935	15231.1
0.549041	0.913783	0.847752	25350.3
0.203905	0.673166	0.409846	12255.6
0.999974	0.801334	0.978807	29269.3
0.065767	1	0.244761	7319.08
0.559395	1	0.884347	26444.6
0.40546	1	0.771482	23069.6
0.775467	1.92931e-08	2.84529e-07	0.00850827
0.953919	0.00334031	0.0215045	643.049
0.991275	5.20583e-12	1.3928e-10	4.16488e-06
0.859253	0.0349248	0.135229	4043.76
0.830122	0.000316469	0.0024286	72.6223
0.682296	0.036978	0.118069	3530.63
0.998855	6.71251e-05	0.000711389	21.2727
0.946889	1.54472e-05	0.000177462	5.30665
1	9.41346e-14	2.91761e-12	8.72453e-08
0.669344	3.91044e-12	7.24213e-11	2.16561e-06
0.933579	1.82686e-08	3.22118e-07	0.00963229
0.999997	1.58596e-10	3.73725e-09	0.000111755
1	0.0148119	0.0772042	2308.64
0.998588	0.0148119	0.0771161	2306
1	9.73106e-11	2.34062e-09	6.99916e-05
1	9.74365e-11	2.34352e-09	7.00784e-05
0.0120257	9.6199e-11	3.29534e-11	9.85406e-07
0.898155	0.0148379	0.0708713	2119.27
0.286825	3.10589e-09	1.94551e-08	0.000581764
0.180501	4.30318e-09	1.70693e-08	0.000510424
0.343624	3.0857e-09	2.29715e-08	0.000686917
0.000904122	8.06406e-12	2.44625e-13	7.31503e-09
0.501491	5.66114e-12	7.83214e-11	2.34204e-06
0.817623	0.00391018	0.0215658	644.882
0.714637	7.73536e-07	8.51765e-06	0.254703
0.67953	3.45846e-13	7.06899e-12	2.11384e-07
0.999999	2.5899e-55	3.28115e-53	9.81164e-49
0.326027	1	0.69143	20675.8
0.857897	1	0.989388	29585.7
0.803584	1	0.979307	29284.2
0.999999	0.857573	0.989338	29584.2
0.881447	1	0.992677	29684
0.999999	0.82963	0.984584	29442
6.62316e-16	0.653126	1.57357e-14	4.70545e-10
0.673296	1	0.939632	28097.8
0.435321	1	0.797365	23843.6
0.720995	1	0.956849	28612.7
0.664082	1	0.935924	27986.9
0.545786	0.107401	0.2249	6725.18
0.968131	0.0590057	0.220647	6598
0.996359	1.41404e-12	3.9855e-11	1.19178e-06
0.966806	2.40157e-10	5.38286e-09	0.000160964
0.436404	0.000233292	0.00103768	31.0298
0.999867	3.79875e-54	4.71001e-52	1.40843e-47
0.999901	8.70271e-13	2.50353e-11	7.4863e-07
0.999926	3.35877e-36	2.77687e-34	8.30369e-30
