ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.377667	1	0.745417	22290.2
0.293017	1	0.652702	19517.8
0.698702	1	0.949208	28384.2
0.561608	1	0.885628	26482.9
0.994136	0.573944	0.890733	26635.6
0.999065	0.57399	0.892338	26683.6
1	0.57398	0.892631	26692.4
0.999942	0.573929	0.892584	26691
0.635544	1	0.92362	27619
0.943711	1	0.998385	29854.7
0.840441	1	0.986534	29500.3
0.726849	1	0.95874	28669.2
0.795625	1	0.977526	29231
0.918715	1	0.996603	29801.4
0.911377	1	0.995952	29781.9
0.233886	1	0.573704	17155.5
0.818815	1	0.982494	29379.5
0.83343	1	0.985285	29463
0.67466	1	0.94017	28113.9
5.89728e-05	1	0.000633276	18.9368
0.573317	1	0.892263	26681.3
0.798046	0.546363	0.797948	23861
0.974955	0.546363	0.86818	25961.2
0.974955	0.546363	0.86818	25961.2
0.974955	0.546363	0.86818	25961.2
0.285911	0.546363	0.446224	13343.4
0.552679	0.546363	0.663549	19842.1
0.997053	1	0.999996	29902.9
0.674644	1	0.940164	28113.7
0.705676	1	0.951674	28457.9
0.832196	1	0.98506	29456.2
0.813552	1	0.981425	29347.5
0.884445	1	0.99305	29695.2
0.0939751	0.861239	0.284415	8504.85
0.0122127	0.805316	0.0552907	1653.36
0.814705	0.808936	0.933842	27924.7
0.0764146	0.686296	0.207047	6191.31
0.574264	1	0.892789	26697.1
0.347459	8.27724e-07	4.61935e-06	0.138132
0.591644	0.00593397	0.0233535	698.34
0.0300214	6.41195e-16	7.60147e-16	2.27307e-11
0.880605	6.04447e-35	4.25389e-33	1.27204e-28
0.989247	1.5423e-10	3.60121e-09	0.000107687
0.999999	4.74336e-17	1.83033e-15	5.47322e-11
0.704918	3.66294e-06	3.58053e-05	1.07069
0.71853	0.0358217	0.119937	3586.48
0.63684	0.0358248	0.109062	3261.29
0.648066	0.0358879	0.110733	3311.24
0.322829	0.0853247	0.126486	3782.31
0.47087	0.0853422	0.16935	5064.08
0.476564	0.0854	0.170998	5113.34
0.623307	0.304901	0.505617	15119.5
0.208415	0.0853753	0.0894822	2675.78
0.52722	0.184953	0.324496	9703.39
0.119793	0.000194266	0.00027154	8.11987
0.688316	0.0121782	0.0484641	1449.22
0.917365	0.194601	0.486119	14536.4
0.795937	0.0403093	0.142432	4259.16
0.842826	6.07349e-07	7.92669e-06	0.237032
1	2.17401e-06	3.05208e-05	0.912664
0.999109	0.398132	0.764474	22860.1
0.543403	0.012022	0.0393986	1178.14
0.681204	2.54727e-13	5.272e-12	1.57649e-07
0.999999	1.93329e-11	4.9626e-10	1.48396e-05
0.999997	2.788e-46	2.9523e-44	8.82827e-40
0.37909	0.882535	0.700883	20958.5
4.75616e-06	0.888689	5.65289e-05	1.69038
0.99959	0.00328891	0.0220845	660.394
0.999999	1	1	29903
