unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
0	0	0	0	0	0	nan	1
0	0	0	0	0	0	nan	2
0	0	0	0	0	0	nan	3
0	0	0	0	0	0	nan	4
0	0	0	0	0	0	nan	5
0	0	0	0	0	0	nan	6
0	0	0	0	0	0	nan	7
0	0	0	0	0	0	nan	8
0	0	0	0	0	0	nan	9
0	0	0	0	0	0	nan	10
0	0	0	0	0	0	nan	11
0	0	0	0	0	0	nan	12
0	0	0	0	0	0	nan	13
0	0	0	0	0	0	nan	14
0	0	0	0	0	0	nan	15
0	0	0	0	0	0	nan	16
0	0	0	0	0	0	nan	17
0	0	0	0	0	0	nan	18
0	0	0	0	0	0	nan	19
0	0	0	0	0	0	nan	20
0	0	0	0	0	0	nan	21
0	0	0	0	0	0	nan	22
0	0	0	0	0	0	nan	23
0	0	0	0	0	0	nan	24
0	0	0	0	0	0	nan	25
0	0	0	0	0	0	nan	26
0	0	0	0	0	0	nan	27
0	0	0	0	0	0	nan	28
0	0	0	0	0	0	nan	29
0	0	0	0	0	0	nan	30
0	1	0	0	0	0	nan	31
0	1	0	0	0	0	nan	32
0	1	0	0	0	0	nan	33
0	1	0	0	0	0	nan	34
0	1	0	0	0	0	nan	35
0	1	0	0	0	0	nan	36
0	1	0	0	0	0	nan	37
0	1	0	0	0	0	nan	38
0	1	0	0	0	0	-1.24085	39
0	1	0	0	0	0	-1.98882	40
0	1	0	0	0	0	-1.20402	41
0	1	0	0	0	0	-1.20402	42
0	1	0	0	0	0	-1.20402	43
0	1	0	0	0	0	-1.98882	44
0	1	0	0	0	0	-1.7643	45
0	1	0	0	0	0	-1.24085	46
0	1	0	0	0	0	-1.20402	47
0	1	0	0	0	0	-1.98882	48
0	1	0	0	0	0	-1.20402	49
0	1	0	0	0	0	-1.98882	50
0	1	0	0	0	0	-1.42114	51
0	1	0	0	0	0	-1.20402	52
0	1	0	0	0	0	-1.7643	53
0	1	0	0	0	0	-1.20402	54
0	1	0	0	0	0	-1.24085	55
0	1	0	0	0	0	-1.7643	56
0	1	0	0	0	0	-1.24085	57
0	1	0	0	0	0	-1.20402	58
