unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
0	1	0	0	0	0	nan	1
1	1	0	0	0	0	nan	2
1	2	0	0	0	0	nan	3
1	2	0	0	0	0	nan	4
3	3	0	0	0	0	nan	5
5	4	0	0	0	0	nan	6
12	4	0	0	0	0	-1.18042	7
13	4	0	0	0	0	2.2072	8
14	4	0	0	0	0	23.5062	9
18	4	0	0	0	0	21.612	10
18	4	0	0	0	0	21.9874	11
24	4	0	0	0	0	21.0674	12
30	5	0	0	0	0	25.5171	13
32	5	0	0	0	0	23.2751	14
32	5	0	0	0	0	43.1306	15
36	6	0	0	0	0	49.3199	16
45	6	0	0	0	0	47.0187	17
57	6	0	0	0	0	46.7691	18
58	6	0	0	0	0	68.2235	19
60	6	0	0	0	0	75.0856	20
62	6	0	0	0	0	89.8136	21
62	6	0	0	0	0	94.0537	22
68	7	0	0	0	0	102.775	23
124	7	0	0	0	0	103.417	24
126	7	0	0	0	0	277.154	25
149	7	0	0	0	0	299.641	26
149	7	0	0	0	0	304.527	27
151	7	0	0	0	0	404.119	28
154	7	0	0	0	0	380.839	29
162	12	0	0	0	0	402.654	30
2849	3813	0	0	0	0	420.671	31
2927	3951	0	0	0	0	457.306	32
3055	4184	0	0	0	0	487.952	33
3109	4326	0	0	0	0	439.477	34
3189	4456	0	0	0	0	443.229	35
3259	4554	0	0	0	0	490.822	36
3359	4689	0	0	0	0	477.753	37
3383	4722	0	0	0	0	466.018	38
3448	4793	0	0	0	0	19535.2	39
3483	4841	0	0	0	0	22999.4	40
3490	4855	0	0	0	0	24716.2	41
3492	4862	0	0	0	0	25053.7	42
3495	4868	0	0	0	0	25480.1	43
3497	4873	0	0	0	0	28071.2	44
3498	4879	0	0	0	0	28847.3	45
3509	4896	0	0	0	0	25025.4	46
3509	4896	0	0	0	0	25947.5	47
3509	4896	0	0	0	0	28581.6	48
3510	4897	0	0	0	0	26055.1	49
3526	4906	0	0	0	0	28624.3	50
3526	4908	0	0	0	0	26353.4	51
3526	4912	0	0	0	0	26463.4	52
3528	4912	0	0	0	0	29394.9	53
3529	4913	0	0	0	0	26637.5	54
3532	4913	0	0	0	0	25928.1	55
3533	4913	0	0	0	0	29506.3	56
3533	4913	0	0	0	0	25582.5	57
3533	4913	0	0	0	0	26537.6	58
3534	4913	0	0	0	0	29048.6	59
3534	4913	0	0	0	0	26765.1	60
3543	4915	0	0	0	0	29534.2	61
3543	4915	0	0	0	0	26229.9	62
3544	4916	0	0	0	0	26440.5	63
3544	4916	0	0	0	0	29159.3	64
3545	4918	0	0	0	0	26649.9	65
3548	4922	0	0	0	0	29167.1	66
3548	4923	0	0	0	0	26759.6	67
3558	4928	0	0	0	0	25958.5	68
3565	4931	0	0	0	0	25642.1	69
3571	4935	0	0	0	0	25726.2	70
3575	4943	0	0	0	0	29068.6	71
3581	4949	0	0	0	0	29767.3	72
3588	4956	0	0	0	0	26401.5	73
3594	4957	0	0	0	0	26371	74
3602	4971	0	0	0	0	29463.1	75
1100	2420	0	0	0	0	11250.9	76
60	1233	0	0	0	0	4170.17	77
30	1011	0	0	0	0	3386.9	78
6	987	0	0	0	0	2992.39	79
6	987	0	0	0	0	3007.24	80
6	987	0	0	0	0	2993.44	81
6	988	0	0	0	0	2981.33	82
