unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
2	0	0	0	0	0	nan	1
6	0	0	0	0	0	nan	2
6	0	0	0	0	0	nan	3
7	1	0	0	0	0	-1.78857	4
12	2	0	0	0	0	1.31085	5
13	2	0	0	0	0	1.37706	6
34	2	0	0	0	0	19.8736	7
40	2	0	0	0	0	22.1746	8
43	2	0	0	0	0	91.8473	9
54	2	0	0	0	0	93.3663	10
57	2	0	0	0	0	92.7712	11
62	2	0	0	0	0	95.2584	12
76	4	0	0	0	0	96.4811	13
77	4	0	0	0	0	101.599	14
77	4	0	0	0	0	144.13	15
79	6	0	0	0	0	154.016	16
82	7	0	0	0	0	126.365	17
90	8	0	0	0	0	128.374	18
91	8	0	0	0	0	172.169	19
94	8	0	0	0	0	184.643	20
96	9	0	0	0	0	206.787	21
96	9	0	0	0	0	197.152	22
106	10	0	0	0	0	233.49	23
182	10	0	0	0	0	250.428	24
186	11	0	0	0	0	462.291	25
226	12	0	0	0	0	476.289	26
232	13	0	0	0	0	479.533	27
237	16	0	0	0	0	691.471	28
245	16	0	0	0	0	613.792	29
255	17	0	0	0	0	626.656	30
2640	3682	0	0	0	0	638.304	31
2712	3817	0	0	0	0	750.73	32
2799	4035	0	0	0	0	771.772	33
2843	4158	0	0	0	0	662.228	34
2935	4301	0	0	0	0	676.92	35
3002	4390	0	0	0	0	782.371	36
3082	4499	0	0	0	0	801.881	37
3105	4527	0	0	0	0	698.428	38
3130	4562	0	0	0	0	17760.4	39
3153	4593	0	0	0	0	21469.4	40
3167	4605	0	0	0	0	21378.1	41
3174	4612	0	0	0	0	21515.3	42
3183	4616	0	0	0	0	21943.6	43
3183	4617	0	0	0	0	26009.4	44
3186	4620	0	0	0	0	26414.1	45
3192	4627	0	0	0	0	22284.1	46
3192	4627	0	0	0	0	22421.1	47
3192	4629	0	0	0	0	26332.6	48
3194	4630	0	0	0	0	22515.1	49
3203	4636	0	0	0	0	26334.4	50
3203	4636	0	0	0	0	22672.7	51
3204	4641	0	0	0	0	22752.7	52
3205	4642	0	0	0	0	26852.5	53
3205	4642	0	0	0	0	22836	54
3207	4643	0	0	0	0	22852.8	55
3207	4645	0	0	0	0	26950.7	56
3207	4645	0	0	0	0	22693.9	57
3207	4645	0	0	0	0	22795.3	58
3208	4646	0	0	0	0	26690.7	59
3208	4646	0	0	0	0	22958.1	60
3210	4646	0	0	0	0	27025.6	61
3211	4646	0	0	0	0	22845.5	62
3212	4646	0	0	0	0	22829.5	63
3212	4646	0	0	0	0	26711.2	64
3212	4647	0	0	0	0	22902.8	65
3216	4651	0	0	0	0	26730.7	66
3218	4652	0	0	0	0	22952.9	67
3227	4655	0	0	0	0	22960.5	68
3229	4655	0	0	0	0	22818.3	69
3229	4656	0	0	0	0	22902.4	70
3235	4660	0	0	0	0	26816.6	71
3237	4660	0	0	0	0	27175.7	72
3244	4664	0	0	0	0	23173.3	73
3245	4666	0	0	0	0	23131.9	74
3245	4666	0	0	0	0	26942.9	75
736	2285	0	0	0	0	8894.77	76
23	1496	0	0	0	0	4476.18	77
23	1496	0	0	0	0	4460.82	78
25	1496	0	0	0	0	4469.59	79
25	1496	0	0	0	0	4490.51	80
25	1496	0	0	0	0	4463.11	81
25	1497	0	0	0	0	4448.93	82
25	1497	0	0	0	0	4463.35	83
25	1497	0	0	0	0	5125.5	84
25	1497	0	0	0	0	4476.41	85
26	1497	0	0	0	0	5319.16	86
26	1497	0	0	0	0	4484.37	87
26	1497	0	0	0	0	5291.48	88
26	1497	0	0	0	0	4483.01	89
27	1497	0	0	0	0	5269.48	90
27	1497	0	0	0	0	5207.25	91
27	1497	0	0	0	0	5163.16	92
27	1497	0	0	0	0	4472.52	93
27	1497	0	0	0	0	5301.06	94
27	1497	0	0	0	0	4487.96	95
27	1497	0	0	0	0	5128.11	96
27	1497	0	0	0	0	4489.77	97
27	1497	0	0	0	0	5132.97	98
27	1497	0	0	0	0	4453.22	99
28	1497	0	0	0	0	5117.29	100
28	1497	0	0	0	0	5280.53	101
28	1497	0	0	0	0	5206.96	102
28	1498	0	0	0	0	5118.32	103
28	1498	0	0	0	0	4446.76	104
29	1498	0	0	0	0	5281.03	105
29	1498	0	0	0	0	5121.72	106
29	1498	0	0	0	0	4438.44	107
29	1498	0	0	0	0	4452.85	108
30	1498	0	0	0	0	5287.36	109
30	1498	0	0	0	0	5128.28	110
30	1498	0	0	0	0	4462.07	111
32	1498	0	0	0	0	4481.63	112
32	1498	0	0	0	0	4459.21	113
33	1498	0	0	0	0	5309.67	114
33	1498	0	0	0	0	4452	115
34	1498	0	0	0	0	5281.38	116
34	1500	0	0	0	0	5145.09	117
36	1500	0	0	0	0	4495.38	118
36	1500	0	0	0	0	5171.08	119
36	1500	0	0	0	0	4493.76	120
38	1500	0	0	0	0	5144.64	121
38	1500	0	0	0	0	4487.83	122
38	1500	0	0	0	0	5157.86	123
38	1500	0	0	0	0	5312.64	124
38	1501	0	0	0	0	5151.32	125
38	1501	0	0	0	0	4538.5	126
38	1501	0	0	0	0	5318.5	127
38	1501	0	0	0	0	4532.3	128
39	1501	0	0	0	0	4492.16	129
39	1501	0	0	0	0	4500.64	130
39	1501	0	0	0	0	4483	131
39	1501	0	0	0	0	4468.23	132
39	1501	0	0	0	0	4457.63	133
39	1501	0	0	0	0	4504.43	134
40	1501	0	0	0	0	4508.29	135
40	1501	0	0	0	0	4522.41	136
40	1501	0	0	0	0	4530.57	137
40	1501	0	0	0	0	4502.33	138
40	1501	0	0	0	0	4527.7	139
40	1501	0	0	0	0	5185.28	140
40	1501	0	0	0	0	4499.31	141
41	1501	0	0	0	0	4517.61	142
41	1501	0	0	0	0	4488.14	143
41	1501	0	0	0	0	4534.01	144
41	1501	0	0	0	0	4518.62	145
41	1501	0	0	0	0	4528.27	146
41	1501	0	0	0	0	5199.26	147
41	1501	0	0	0	0	4530.95	148
47	1501	0	0	0	0	5340.05	149
