unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
0	0	0	0	0	0	nan	1
0	0	0	0	0	0	nan	2
0	0	0	0	0	0	nan	3
0	0	0	0	0	0	nan	4
0	0	0	0	0	0	nan	5
0	0	0	0	0	0	nan	6
0	0	0	0	0	0	nan	7
0	0	0	0	0	0	nan	8
0	0	0	0	0	0	nan	9
0	0	0	0	0	0	nan	10
0	0	0	0	0	0	nan	11
0	0	0	0	0	0	nan	12
0	0	0	0	0	0	nan	13
0	0	0	0	0	0	nan	14
0	0	0	0	0	0	nan	15
0	0	0	0	0	0	nan	16
0	0	0	0	0	0	nan	17
0	0	0	0	0	0	nan	18
0	0	0	0	0	0	nan	19
0	0	0	0	0	0	nan	20
0	0	0	0	0	0	nan	21
0	0	0	0	0	0	nan	22
0	0	0	0	0	0	nan	23
0	0	0	0	0	0	nan	24
0	0	0	0	0	0	nan	25
0	0	0	0	0	0	nan	26
0	0	0	0	0	0	nan	27
0	0	0	0	0	0	nan	28
0	0	0	0	0	0	nan	29
0	0	0	0	0	0	nan	30
44	44	0	0	0	0	nan	31
49	49	0	0	0	0	nan	32
50	51	0	0	0	0	nan	33
50	52	0	0	0	0	nan	34
50	52	0	0	0	0	nan	35
50	52	0	0	0	0	nan	36
50	52	0	0	0	0	nan	37
50	52	0	0	0	0	1.04791	38
50	52	0	0	0	0	239.16	39
50	52	0	0	0	0	324.788	40
50	52	0	0	0	0	283.82	41
50	52	0	0	0	0	283.742	42
50	52	0	0	0	0	288.045	43
50	52	0	0	0	0	348.316	44
50	52	0	0	0	0	345.528	45
50	52	0	0	0	0	286.628	46
50	52	0	0	0	0	287.349	47
50	52	0	0	0	0	345.332	48
50	52	0	0	0	0	289.541	49
50	52	0	0	0	0	346.971	50
50	52	0	0	0	0	289.377	51
50	52	0	0	0	0	287.629	52
50	52	0	0	0	0	348.16	53
50	52	0	0	0	0	287.834	54
50	52	0	0	0	0	287.76	55
50	52	0	0	0	0	347.697	56
50	52	0	0	0	0	287.149	57
50	52	0	0	0	0	287.866	58
50	52	0	0	0	0	347.064	59
50	52	0	0	0	0	289.858	60
50	52	0	0	0	0	346.844	61
