ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.853954	1	0.988774	29567.3
0.840336	1	0.986515	29499.8
0.927474	1	0.997304	29822.4
0.596425	1	0.904658	27052
0.983848	1	0.999869	29899.1
0.999995	1	1	29903
1	1	1	29903
1	1	1	29903
1	1	1	29903
0.999998	1	1	29903
0.960756	1	0.99922	29879.7
0.999998	1	1	29903
0.999999	1	1	29903
0.889822	1	0.993694	29714.4
0.170339	1	0.471833	14109.2
0.999999	1	1	29903
0.992089	1	0.999969	29902.1
0.984699	1	0.999882	29899.5
0.999993	1	1	29903
0.996512	1	0.999994	29902.8
0.979447	1	0.999787	29896.6
2.9957e-05	1	0.000341981	10.2263
0.937583	1	0.99801	29843.5
0.996778	1	0.999995	29902.8
0.228252	0.0279954	0.0386787	1156.61
0.998941	0.503553	0.848658	25377.4
0.680308	1	0.942369	28179.7
0.089757	0.00192981	0.00167342	50.0401
0.653693	0.00192978	0.00968249	289.536
0.0309894	0.00192978	0.000641353	19.1784
1	1	1	29903
0.46653	1	0.822228	24587.1
0.265221	1	0.617221	18456.7
0.0213551	0.757719	0.0829108	2479.28
0.776075	0.000364434	0.00259373	77.5602
1	2.2965e-08	4.26903e-07	0.0127657
0.92308	8.95672e-19	3.52511e-17	1.05411e-12
0.60743	0.00269345	0.0121323	362.792
0.999704	0.0048845	0.0308706	923.123
0.999969	0.00110728	0.00864301	258.452
0.995437	0.00111142	0.00863692	258.27
0.996156	0.000430933	0.00375764	112.365
0.0227355	0.00111477	0.000293569	8.7786
0.308021	0.000775323	0.00223049	66.6984
0.583438	0.00111462	0.00542232	162.144
0.64136	0.00191129	0.00944393	282.402
0.185192	0.00111842	0.00196398	58.729
0.443146	0.00263122	0.00904147	270.367
0.847577	0.00063605	0.00459616	137.439
0.196286	0.000165207	0.000367617	10.9929
0.831242	4.25447e-09	7.23572e-08	0.0021637
0.894895	1	0.994272	29731.7
0.653658	1	0.931574	27856.9
0.154122	0.721222	0.355347	10625.9
0.748831	1	0.965424	28869.1
0.179506	1	0.487816	14587.1
0.627724	0.00269116	0.0124729	372.976
0.999989	8.78099e-23	4.54735e-21	1.35979e-16
0.999995	1.16198e-17	4.64718e-16	1.38965e-11
0.999069	1	1	29903
0.866766	1	0.990702	29625
0.89427	1	0.994203	29729.6
0.365882	1	0.733756	21941.5
0.14918	1	0.43301	12948.3
0.983776	1	0.999868	29899
0.587818	1	0.900148	26917.1
0.257136	1	0.606365	18132.1
0.0747704	1	0.268675	8034.19
0.0566479	1	0.219278	6557.08
0.226765	1	0.563248	16842.8
0.855362	0.00838558	0.0425878	1273.5
1	7.08752e-09	1.40084e-07	0.00418894
0.932807	1	0.99769	29833.9
0.419671	1	0.784065	23445.9
0.832171	0.686237	0.891006	26643.8
0.884815	0.547707	0.835674	24989.2
0.100167	0.0010181	0.00103925	31.0767
0.917455	0.754929	0.946999	28318.1
0.753056	0.0956894	0.261595	7822.47
0.692083	0.495479	0.709925	21228.9
0.72032	0.00054168	0.00345269	103.246
0.438091	0.0020058	0.00706234	211.185
0.628344	0.696157	0.799111	23895.8
0.626309	1	0.919366	27491.8
1	1	1	29903
0.997305	1	0.999996	29902.9
0.643574	0.223642	0.422928	12646.8
0.871298	5.22394e-14	1.4438e-12	4.3174e-08
0.396926	9.00233e-32	2.6231e-30	7.84385e-26
0.987196	1	0.999918	29900.5
0.71796	1	0.95585	28582.8
0.999999	0.774243	0.972348	29076.1
0.996402	0.580744	0.895207	26769.4
0.123142	1	0.381053	11394.6
0.288964	0.000267285	0.000808554	24.1782
0.63598	1.37644e-12	2.51797e-11	7.5295e-07
1	4.73894e-09	9.55723e-08	0.0028579
1	4.89475e-12	1.32368e-10	3.9582e-06
0.488666	1.20297e-12	1.71431e-11	5.1263e-07
1	6.57559e-15	2.21304e-13	6.61766e-09
0.98715	3.20405e-14	1.0148e-12	3.03456e-08
0.441472	1	0.802438	23995.3
0.990583	1	0.999956	29901.7
0.913408	1	0.996138	29787.5
0.127048	1	0.389173	11637.4
0.253428	1	0.601302	17980.7
0.859908	1	0.989694	29594.8
0.608653	1	0.910853	27237.3
1	1	1	29903
1	1	1	29903
0.675108	1	0.940346	28119.2
0.506445	1	0.851	25447.4
0.741974	0.331933	0.591396	17684.5
0.84873	0.597903	0.851688	25468
0.655991	0.208585	0.408987	12229.9
0.933638	0.612148	0.891263	26651.4
0.994948	0.229914	0.566189	16930.7
0.51021	0.387366	0.518072	15491.9
0.274481	0.714722	0.515699	15421
0.357491	0.077064	0.126502	3782.78
0.999998	1	1	29903
0.863146	1	0.990176	29609.2
0.98007	0.810414	0.977214	29221.6
0.272817	0.773469	0.539318	16127.2
0.749155	0.0911253	0.251518	7521.14
0.600346	8.41402e-07	7.82876e-06	0.234103
0.715085	0.267532	0.507707	15182
0.93661	0.357806	0.7015	20977
