ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.895152	0.871536	0.973839	29120.7
0.777174	0.934508	0.958557	28663.7
0.133461	0.934508	0.384349	11493.2
8.06706e-06	0.935758	9.65804e-05	2.88805
0.000478797	0.935349	0.00390119	116.657
0.0995704	0.93535	0.314206	9395.69
0.962962	1	0.999305	29882.2
0.728877	1	0.959385	28688.5
5.45176e-11	0.51837	7.1469e-10	2.13714e-05
0.00205211	1	0.0147524	441.141
0.57693	0.821762	0.827938	24757.8
0.0867083	0.818451	0.258712	7736.26
0.999948	0.81839	0.9824	29376.7
0.999928	0.726698	0.958676	28667.3
1	0.840136	0.986481	29498.7
0.282941	0.000862154	0.00227317	67.9745
0.106006	0.180097	0.0946649	2830.76
0.827672	4.79375e-18	1.62945e-16	4.87255e-12
0.248998	3.42582e-26	5.20567e-25	1.55665e-20
0.425784	4.71276e-25	1.16119e-23	3.47231e-19
0.999998	3.1901e-128	9.39707e-126	2.81001e-121
0.999998	3.53992e-128	1.04239e-125	3.11705e-121
1	3.15794e-128	9.3027e-126	2.78179e-121
1.71234e-07	3.30483e-128	1.75494e-132	5.2478e-128
0.0801387	3.33706e-128	7.94393e-127	2.37547e-122
0.326627	3.37181e-128	3.25589e-126	9.7361e-122
0.935861	1.24294e-125	3.35789e-123	1.00411e-118
0.0741234	5.92456e-128	1.30231e-126	3.8943e-122
0.999998	5.81134e-128	1.70836e-125	5.10851e-121
0.867225	7.46481e-18	2.62693e-16	7.85532e-12
0.911858	9.1116e-31	5.83778e-29	1.74567e-24
0.962967	2.68285e-28	1.66695e-26	4.98469e-22
0.963677	0.00236629	0.0161526	483.012
0.999996	7.17169e-40	6.53577e-38	1.95439e-33
1	5.14476e-11	1.27026e-09	3.79847e-05
0.999999	4.0594e-26	2.41397e-24	7.2185e-20
1.78033e-31	4.39185e-44	1.34202e-72	4.01304e-68
0.763796	0.737855	0.886757	26516.7
0.908542	0.259427	0.576333	17234.1
0.678369	0.799892	0.87435	26145.7
0.995407	0.92065	0.996406	29795.5
0.999963	0.263103	0.614387	18372
0.335667	0.855092	0.645287	19296
1	1	1	29903
0.87935	1	0.99241	29676
0.919922	1	0.996705	29804.5
1	0.487635	0.837849	25054.2
0.13329	1	0.401899	12018
0.695509	1	0.948056	28349.7
0.0606649	1	0.230672	6897.77
1	9.1853e-09	1.79165e-07	0.00535758
0.99546	6.69168e-13	1.93426e-11	5.78402e-07
0.929396	7.92474e-32	5.35348e-30	1.60085e-25
1	2.49534e-17	9.78912e-16	2.92724e-11
0.999999	1	1	29903
1	1	1	29903
2.71171e-07	1	4.37142e-06	0.130719
0.0470815	1	0.190957	5710.17
1	0.635552	0.923623	27619.1
0.748408	0.169724	0.38912	11635.9
0.999999	0.611691	0.912354	27282.1
0.999999	0.808779	0.980426	29317.7
0.999991	0.809959	0.980674	29325.1
0.381701	0.612636	0.573643	17153.6
0.997672	0.449387	0.808	24161.6
0.697867	0.728216	0.852189	25483
0.451028	0.725513	0.692772	20716
0.999994	0.135315	0.405963	12139.5
0.873423	1.10796e-09	2.10537e-08	0.000629569
0.995723	1.15175e-09	2.47557e-08	0.000740268
0.999998	1.85973e-05	0.000221168	6.61359
0.999983	1.65894e-15	5.8116e-14	1.73784e-09
0.999996	1.345e-05	0.000164311	4.9134
0.957572	1	0.999087	29875.7
0.975969	0.759166	0.963095	28799.4
1	1	1	29903
1	1	1	29903
0.574048	0.845548	0.836227	25005.7
0.374007	1	0.741836	22183.1
0.990674	0.0642254	0.2389	7143.82
1	2.97624e-08	5.45545e-07	0.0163134
0.872651	1	0.991523	29649.5
1	0.431556	0.794218	23749.5
0.953318	0.0616033	0.225211	6734.49
0.931402	1	0.997591	29831
0.967204	1.54728e-07	2.50146e-06	0.074801
0.35646	1.59716e-14	1.92429e-13	5.7542e-09
0.854117	1	0.9888	29568.1
1	1	1	29903
0.068915	0.178514	0.0664075	1985.78
0.817968	1	0.982324	29374.4
0.795735	1	0.977552	29231.7
0.999999	0.00181821	0.0132909	397.438
1	0.112488	0.358264	10713.2
0.0609338	0.0413422	0.0175932	526.091
0.847265	1.32337e-06	1.64834e-05	0.492904
1	2.02928e-06	2.86287e-05	0.856085
0.998126	2.03389e-06	2.86392e-05	0.856398
0.837762	3.18918e-06	3.6958e-05	1.10515
1	3.17179e-06	4.33305e-05	1.29571
1	2.7435e-05	0.000315604	9.43751
0.693942	0.619358	0.792737	23705.2
0.999834	0.927689	0.997309	29822.5
0.840574	0.948464	0.977897	29242.1
0.999927	0.00040811	0.00359275	107.434
0.844274	1	0.987191	29520
0.828454	1	0.984364	29435.4
