ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.8441	1	0.987162	29519.1
0.800082	1	0.978533	29261.1
0.951579	1	0.998808	29867.4
0.941985	1	0.998284	29851.7
0.999909	1	1	29903
0.963241	1	0.999316	29882.5
0.479628	1	0.832032	24880.3
0.965971	1	0.999414	29885.5
0.96107	1	0.999232	29880
1.24616e-05	1	0.000153188	4.58079
0.478777	0.517219	0.59328	17740.9
1	9.15363e-47	9.79505e-45	2.92901e-40
0.863131	1	0.990174	29609.2
0.727966	0.83908	0.911926	27269.3
0.940854	0.83908	0.976091	29188.1
0.0788248	1	0.279081	8345.37
0.0210701	1	0.102399	3062.02
0.771799	1	0.971719	29057.3
0.169177	0.854726	0.424226	12685.6
0.301255	0.834565	0.598534	17898
0.672438	0.948823	0.924739	27652.5
0.999915	0.949997	0.998724	29864.9
0.490256	0.690247	0.705063	21083.5
0.00885626	1	0.0507165	1516.58
0.00608981	1	0.0371548	1111.04
0.719029	0.0850377	0.232014	6937.92
1	9.3843e-05	0.000964132	28.8304
0.761084	1.14662e-10	2.10857e-09	6.30525e-05
0.76882	0.000529496	0.003585	107.202
0.883693	0.0129225	0.0624926	1868.72
0.271306	0.0463924	0.0676541	2023.06
0.999999	0.0362776	0.156594	4682.64
0.999999	0.0260615	0.121116	3621.72
1	0.0260152	0.120947	3616.67
0.321307	0.0239826	0.0452004	1351.63
0.833835	0.0240594	0.0984813	2944.89
0.683716	0.0240595	0.0840167	2512.35
0.370255	0.0467812	0.087572	2618.67
0.255833	0.0167031	0.0275851	824.878
1	0.00102942	0.00811054	242.529
0.979566	0.000517267	0.00435131	130.117
0.999999	5.17894e-20	2.35161e-18	7.03201e-14
0.598534	1	0.905745	27084.5
0.530387	1	0.866731	25917.9
0.679777	0.944509	0.926538	27706.3
0.988855	0.295074	0.651189	19472.5
0.518901	0.00166632	0.00696324	208.222
0.999966	1.09591e-45	1.14546e-43	3.42526e-39
0.999997	6.52762e-34	5.05314e-32	1.51104e-27
0.124837	1	0.384591	11500.4
0.141587	1	0.418366	12510.4
0.866665	1	0.990687	29624.5
0.374824	1	0.742638	22207.1
0.314586	1	0.678404	20286.3
0.800894	1	0.978714	29266.5
