ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.969888	1	0.999542	29889.3
0.999894	0.339106	0.705791	21105.3
0.976443	0.702254	0.944429	28241.3
0.970146	0.702221	0.942734	28190.6
1	0.00700103	0.041738	1248.09
0.99999	0.268984	0.622184	18605.2
0.812161	1	0.981137	29338.9
0.109336	1	0.351333	10505.9
0.964391	2.95954e-15	9.84399e-14	2.94365e-09
0.687166	1	0.944977	28257.6
0.472363	0.0985145	0.189282	5660.11
0.972528	1	0.999619	29891.6
0.113229	1	0.359881	10761.5
0.360942	1	0.728756	21792
0.198349	0.847833	0.467974	13993.8
0.11872	0.747666	0.303728	9082.39
1	0.0069354	0.0414121	1238.35
0.105831	1	0.343519	10272.2
0.895052	5.83021e-05	0.000566751	16.9476
0.475275	0.0164802	0.0458166	1370.05
0.984349	0.0710925	0.256095	7658
0.972975	0.0710985	0.253955	7594.02
0.978185	0.0967685	0.317812	9503.52
0.856098	0.0370571	0.141195	4222.16
0.946756	0.0517331	0.196716	5882.41
0.95302	0.0711404	0.250258	7483.47
0.956406	0.121162	0.365625	10933.3
0.924326	0.0711497	0.244757	7318.97
0.985791	0.120243	0.371316	11103.5
0.618835	0.0689031	0.177167	5297.81
0.636323	0.00012777	0.000846962	25.3267
0.59846	0.0688765	0.172663	5163.14
0.999926	5.52439e-35	4.41263e-33	1.31951e-28
1	1.45817e-09	3.11262e-08	0.000930766
0.999998	1.49097e-27	9.35883e-26	2.79857e-21
0.657023	0.0248071	0.0833955	2493.78
0.981268	1	0.999823	29897.7
0.657457	0.128149	0.292688	8752.26
0.388696	0.904054	0.718907	21497.5
0.999919	0.750374	0.965851	28881.9
0.0249601	0.888046	0.1066	3187.64
0.848188	1	0.987845	29539.5
0.207194	1	0.533338	15948.4
0.999978	0.271991	0.626112	18722.6
1	0.00583577	0.0358535	1072.13
0.999871	0.00582809	0.0358101	1070.83
0.326537	0.14075	0.187516	5607.3
0.931939	0.291998	0.626293	18728
0.999776	3.25339e-13	9.67801e-12	2.89402e-07
0.999995	1.07022e-11	2.81046e-10	8.40411e-06
0.232659	1	0.571918	17102.1
0.81941	0.788628	0.928365	27760.9
0.999998	1	1	29903
0.455081	1	0.813357	24321.8
0.338735	0.39393	0.402197	12026.9
0.997212	1.46329e-06	2.10676e-05	0.629984
0.87338	0.426401	0.740262	22136
0.609493	0.000825858	0.00432594	129.359
0.998347	1	0.999999	29903
0.668352	1	0.937658	28038.8
0.0953154	0.113837	0.059933	1792.18
0.553597	0.189103	0.340942	10195.2
0.364328	0.1926	0.256599	7673.08
0.296568	0.0893797	0.122737	3670.21
0.650641	0.0942731	0.232554	6954.06
0.533228	0.00513788	0.0189035	565.27
0.999996	1.65145e-14	5.40593e-13	1.61654e-08
0.610023	1	0.911532	27257.5
0.139506	0.00795482	0.00866006	258.962
0.538374	1	0.871736	26067.5
0.267588	0.00927674	0.0173728	519.499
0.997093	0.590449	0.900633	26931.6
0.687137	1	0.944966	28257.3
0.788129	1	0.975777	29178.7
0.633618	0.379572	0.583226	17440.2
0.985331	0.00132328	0.00996471	297.975
0.686578	7.44548e-08	9.09362e-07	0.0271926
0.488639	1	0.838569	25075.7
0.674537	1	0.940122	28112.5
0.781212	1	0.9741	29128.5
0.910806	1	0.995898	29780.3
0.841463	0.318983	0.621436	18582.8
1	2.45531e-12	6.80925e-11	2.03617e-06
0.891003	1	0.993831	29718.5
0.0122237	0.0117076	0.00140991	42.1604
0.999999	1.47332e-22	7.5536e-21	2.25875e-16
0.991913	0.0859451	0.29515	8825.87
0.51623	1	0.857563	25643.7
0.494431	0.00454568	0.0159528	477.036
0.639565	3.26155e-06	2.93711e-05	0.878283
0.763527	6.98279e-13	1.56001e-11	4.6649e-07
0.999987	0.00214382	0.0153178	458.048
0.859607	1	0.989648	29593.5
0.956708	1	0.999049	29874.6
0.227752	1	0.564711	16886.5
1	1	1	29903
0.640037	1	0.92564	27679.4
0.0614009	2.40609e-16	5.87305e-16	1.75622e-11
0.0145494	2.44924e-15	1.38524e-15	4.1423e-11
0.999997	8.10569e-13	2.33776e-11	6.9906e-07
0.878344	4.51591e-17	1.53766e-15	4.59807e-11
1	5.10585e-19	2.20158e-17	6.58338e-13
0.999997	5.17663e-19	2.23138e-17	6.67249e-13
0.935765	0.00198058	0.0135124	404.06
0.555591	0.726254	0.769708	23016.6
0.975372	1	0.999694	29893.9
0.679755	1	0.942156	28173.3
0.479092	1	0.831638	24868.5
0.00494828	1	0.0312173	933.49
0.930275	1	0.997511	29828.6
0.999978	9.93743e-27	6.04912e-25	1.80887e-20
0.501671	0.163912	0.287659	8601.87
0.855979	1	0.989092	29576.8
0.860006	1	0.989709	29595.3
1	1	1	29903
0.256139	1	0.605009	18091.6
0.702196	1	0.950452	28421.4
0.863764	1	0.990267	29612
0.959305	1	0.99916	29877.9
0.688232	0.704579	0.835886	24995.5
0.681609	1	0.942869	28194.6
0.997437	0.166031	0.463388	13856.7
0.999498	0.418381	0.78276	23406.9
0.982653	0.246015	0.584996	17493.1
0.729509	0.366339	0.619902	18536.9
0.530455	0.710121	0.744462	22261.7
0.0468298	1.79557e-05	1.26035e-05	0.376883
0.999999	1	1	29903
0.985475	0.726459	0.955167	28562.4
0.338557	0.811172	0.62954	18825.1
0.998364	0.0102542	0.0571425	1708.73
0.862823	0.372863	0.686568	20530.4
0.217341	1	0.549066	16418.7
0.988022	0.0134242	0.0705979	2111.09
0.664233	0.441422	0.652936	19524.7
0.970802	0.762981	0.963029	28797.5
0.615689	1	0.914306	27340.5
0.969816	0.0519386	0.200896	6007.4
0.914662	1	0.99625	29790.9
0.997896	2.79796e-05	0.000320701	9.58993
0.525631	0.000150223	0.000824881	24.6664
0.999771	1	1	29903
0.969423	1	0.999528	29888.9
0.968551	0.581337	0.886461	26507.9
0.182937	0.000123343	0.000263979	7.89375
0.215681	0.000123111	0.000306322	9.15996
0.0796417	0.000983016	0.00081852	24.4762
0.322806	0.000491554	0.00154688	46.2564
0.336758	0.000491556	0.00160674	48.0463
0.134687	0.000523253	0.000744237	22.2549
0.152576	0.000148411	0.000264836	7.91939
0.0530104	0.000124301	8.51992e-05	2.54771
0.0978243	0.000212268	0.000244658	7.31601
0.317359	0.000212833	0.000716155	21.4152
0.343891	0.000217766	0.000786284	23.5123
0.81332	1	0.981377	29346.1
0.9522	1	0.998839	29868.3
0.95616	1	0.999025	29873.8
0.946499	1	0.998543	29859.4
0.939922	1	0.998158	29847.9
0.957791	1	0.999096	29876
0.948468	1	0.998649	29862.6
0.949117	1	0.998683	29863.6
0.970205	1	0.999552	29889.6
0.970438	1	0.999559	29889.8
0.0107295	6.03677e-06	1.1369e-06	0.0339967
0.852596	2.57506e-10	5.10219e-09	0.000152571
0.999979	0.0412561	0.172776	5166.52
1	0.317228	0.681448	20377.3
0.568589	0.317228	0.489302	14631.6
0.999995	3.02661e-06	4.14888e-05	1.24064
0.987079	0.700192	0.946458	28301.9
0.702175	0.592827	0.781096	23357.1
0.999988	2.47438e-08	4.58118e-07	0.0136991
0.412292	0.604143	0.595301	17801.3
0.725968	1	0.958459	28660.8
0.528832	0.76476	0.77055	23041.8
0.894976	0.670112	0.906359	27102.9
1	0.278604	0.63465	18977.9
0.999998	0.842852	0.986949	29512.7
1	0.436341	0.798213	23868.9
0.993712	0.796477	0.976566	29202.2
0.839103	0.623201	0.86195	25774.9
0.62891	1	0.920578	27528
0.498722	0.667968	0.699314	20911.6
0.790963	0.463246	0.734287	21957.4
0.346806	1.16559e-05	5.42428e-05	1.62202
0.976908	0.347791	0.706536	21127.5
0.868613	0.00150029	0.00996007	297.836
0.993928	0.687712	0.943605	28216.6
0.934527	0.0064461	0.036819	1101
0.128051	0.0104772	0.0102149	305.456
1	0.246051	0.591068	17674.7
0.999697	1	1	29903
0.131137	1	0.397543	11887.7
0.825247	0.887867	0.960586	28724.4
0.178225	1	0.485611	14521.2
0.958307	0.0742285	0.259154	7749.48
0.992669	0.0070534	0.0417413	1248.19
0.942266	0.132841	0.385286	11521.2
0.870472	1	0.991224	29640.6
0.476601	1	0.829798	24813.5
0.6443	1	0.927528	27735.9
0.352965	1	0.720538	21546.2
0.653557	1	0.931532	27855.6
0.951179	1	0.998788	29866.8
0.413808	1	0.778933	23292.4
0.882439	1	0.992802	29687.8
0.923367	1	0.996986	29812.9
0.885466	1	0.993175	29698.9
0.961145	1	0.999235	29880.1
0.53236	1	0.867979	25955.2
0.0115405	0.0073613	0.000881256	26.3522
0.998593	0.0316801	0.140888	4212.97
0.992141	0.0112829	0.0614827	1838.52
0.879459	1	0.992424	29676.5
0.999806	1	1	29903
0.881553	1	0.992691	29684.4
0.852538	1	0.98855	29560.6
0.494598	0.594551	0.653986	19556.1
0.518757	0.036282	0.093595	2798.77
0.836962	0.0148277	0.0668816	1999.96
