ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.898297	1	0.994643	29742.8
0.988881	1	0.999938	29901.1
0.477606	1	0.830542	24835.7
0.857313	1	0.989298	29583
0.973223	1	0.999638	29892.2
0.963999	1	0.999344	29883.4
0.992784	1	0.999974	29902.2
0.999939	0.0549593	0.214395	6411.06
0.814003	0.0497223	0.170278	5091.83
0.835398	1	0.985642	29473.6
0.724326	0.141608	0.336145	10051.7
0.998037	0.248693	0.594078	17764.7
0.0960733	1	0.321139	9603.01
0.999999	1	1	29903
0.999532	1	1	29903
0.999997	1	1	29903
0.999986	1	1	29903
0.628916	1	0.920581	27528.1
6.7605e-06	0.357947	3.37135e-05	1.00813
0.554285	0.42745	0.578105	17287.1
0.921942	1	0.996871	29809.4
0.483722	1	0.835023	24969.7
0.484019	1	0.835238	24976.1
0.129477	1	0.39416	11786.6
0.483422	1	0.834805	24963.2
0.122048	1	0.378757	11326
5.94979e-09	0.882947	1.05405e-07	0.00315194
1.15256e-05	0.933087	0.000133787	4.00062
0.23204	1	0.571014	17075
0.924433	1	0.99707	29815.4
1.8142e-05	0.880362	0.000192372	5.7525
1	1.57883e-06	2.26702e-05	0.677906
0.90941	0.773883	0.951009	28438
0.641116	1	0.926121	27693.8
0.999983	1	1	29903
1	2.42515e-06	3.37815e-05	1.01017
0.0430817	4.04254e-07	3.28567e-07	0.00982515
0.421287	2.81753e-09	2.55818e-08	0.000764972
0.927717	9.98132e-05	0.000952582	28.4851
0.999968	0.00292788	0.020007	598.271
0.999949	6.62904e-19	2.84091e-17	8.49517e-13
0.951486	1.90917e-10	4.25598e-09	0.000127267
1	0.0164362	0.0839604	2510.67
0.605973	1.25634e-16	2.90166e-15	8.67683e-11
0.999997	2.0165e-10	4.70338e-09	0.000140645
0.343979	0.00328008	0.00878597	262.727
0.387408	0.00182712	0.005842	174.693
0.986587	3.97741e-06	5.27723e-05	1.57805
0.977521	4.02719e-06	5.29291e-05	1.58274
0.983157	4.00109e-06	5.28922e-05	1.58164
0.0451726	0.000342616	0.000186901	5.5889
0.32769	0.00193282	0.00529776	158.419
0.176479	0.00084609	0.00146472	43.7994
0.137875	0.00191605	0.0024407	72.9841
0.00990645	1.41302e-05	2.34911e-06	0.0702454
0.0476861	3.05412e-05	2.10296e-05	0.628848
0.704151	0.00861939	0.0370504	1107.92
0.511594	0.000278647	0.00140498	42.0132
0.981134	0.00440995	0.027877	833.605
0.999997	1.46358e-77	2.60398e-75	7.78667e-71
0.999999	0.151195	0.43683	13062.5
0.999992	3.46488e-16	1.26809e-14	3.79197e-10
0.999996	8.07757e-57	1.05136e-54	3.14388e-50
0.804421	1	0.979489	29289.7
1	1.461e-16	5.47323e-15	1.63666e-10
0.414556	1	0.779592	23312.2
0.999925	0.931459	0.997591	29831
3.46582e-13	0.227712	2.45999e-12	7.35612e-08
0.935196	1	0.997853	29838.8
0.498617	1	0.845613	25286.4
0.561389	0.000972762	0.00464877	139.012
0.411004	0.000301773	0.00123968	37.0701
0.999999	4.80395e-64	7.05201e-62	2.10876e-57
1	1.33952e-39	1.21238e-37	3.62539e-33
0.824107	1	0.983535	29410.6
0.636909	1	0.924237	27637.5
0.841182	1	0.986662	29504.2
0.987741	6.34612e-24	3.41163e-22	1.02018e-17
0.992583	0.414573	0.776888	23231.3
0.922736	1	0.996935	29811.4
1	0.762199	0.969172	28981.2
0.99862	1	0.999999	29903
0.965241	0.170485	0.461504	13800.4
0.589823	0.0982853	0.223061	6670.2
0.999997	1.66962e-07	2.77248e-06	0.0829053
1	2.46644e-07	3.99941e-06	0.119594
0.870288	1	0.991198	29639.8
0.989643	1	0.999946	29901.4
0.133239	0.0331174	0.028343	847.541
0.0111244	0.0319282	0.00317634	94.9822
0.993533	0.0369558	0.158048	4726.12
0.633818	0.0103385	0.0394991	1181.14
0.999281	0.0329596	0.145352	4346.47
0.959818	0.053098	0.202667	6060.34
0.999996	1.96997e-23	1.04963e-21	3.1387e-17
0.688968	0.00780131	0.033464	1000.67
0.642861	0.0224925	0.0757159	2264.13
0.768397	0.812655	0.91849	27465.6
0.0480801	0.00166476	0.000835074	24.9712
0.999996	2.83288e-25	1.62956e-23	4.87287e-19
0.999999	0.727157	0.958838	28672.1
0.819647	1	0.98266	29384.5
0.00181641	3.99749e-06	1.43339e-07	0.00428628
0.999994	0.866091	0.990604	29622
0.681787	1	0.942937	28196.7
0.408315	0.211242	0.297614	8899.56
0.297736	0.12585	0.16053	4800.33
0.679989	0.0173157	0.0640747	1916.02
0.0587228	5.66678e-06	5.29629e-06	0.158375
0.290903	0.00238268	0.00573515	171.498
0.991704	3.43689e-09	6.98616e-08	0.00208907
0.920722	0.775482	0.954528	28543.3
0.851018	0.102883	0.300796	8994.69
0.678653	7.20841e-05	0.000534468	15.9822
0.859751	0.0147382	0.0680245	2034.14
0.289074	1	0.647836	19372.2
0.999998	1	1	29903
0.897629	1	0.994572	29740.7
0.986987	0.0773276	0.272681	8153.98
0.91354	1	0.99615	29787.9
0.999939	1	1	29903
0.889865	1	0.993699	29714.6
0.931665	1	0.99761	29831.5
0.981732	1	0.999832	29898
0.886062	1	0.993247	29701.1
0.875246	1	0.991873	29660
1	1.6222e-10	3.819e-09	0.0001142
0.974768	1	0.999679	29893.4
0.780339	1	0.973884	29122.1
0.438713	0.621955	0.627249	18756.6
0.958664	0.614414	0.900784	26936.1
0.90511	1.97165e-14	5.82784e-13	1.7427e-08
0.533678	1.60054e-17	3.44244e-16	1.02939e-11
0.344498	1.56733e-37	4.68733e-36	1.40165e-31
0.929272	1	0.997438	29826.4
0.939227	1	0.998115	29846.6
0.814344	1	0.981588	29352.4
0.997251	0.022475	0.107541	3215.79
0.868196	1	0.990905	29631
0.828062	0.877367	0.958634	28666
0.99965	8.6947e-09	1.70017e-07	0.00508401
0.153454	1	0.441082	13189.7
0.75053	0.0234068	0.0885701	2648.51
0.697553	8.0959e-06	7.38914e-05	2.20957
1	7.65985e-17	2.91901e-15	8.72872e-11
0.939733	1.95235e-16	6.83135e-15	2.04278e-10
1	1.54186e-17	6.12288e-16	1.83092e-11
0.994469	7.00073e-19	2.98034e-17	8.91212e-13
0.999999	1.37022e-20	6.40394e-19	1.91497e-14
1	5.13174e-20	2.33064e-18	6.96932e-14
0.861644	0.046418	0.168742	5045.88
0.994251	1	0.999983	29902.5
0.800071	1	0.978531	29261
0.584679	1	0.898472	26867
0.829698	1	0.984597	29442.4
0.811482	1	0.980995	29334.7
0.251513	1	0.598666	17901.9
0.919776	0.0292927	0.124315	3717.38
0.424223	0.0299368	0.0681496	2037.88
0.999994	5.89813e-36	4.84342e-34	1.44833e-29
0.870166	0.0148471	0.0691062	2066.48
0.985384	1	0.999893	29899.8
0.737637	1	0.962102	28769.7
0.5536	1	0.880951	26343.1
0.99946	1	1	29903
0.975107	1	0.999688	29893.7
1	0.758773	0.968234	28953.1
0.991541	1	0.999964	29901.9
0.988818	1	0.999937	29901.1
1	0.000892213	0.00715716	214.021
0.72312	0.370306	0.620599	18557.8
0.196723	0.231246	0.18607	5564.05
0.272414	0.38116	0.339013	10137.5
0.6104	0.598413	0.733141	21923.1
0.817366	0.123926	0.333226	9964.47
0.53872	0.246335	0.400721	11982.8
0.915592	0.146202	0.403051	12052.4
0.461327	0.0380074	0.088434	2644.44
0.38328	0.615672	0.576729	17245.9
0.95265	1	0.998861	29868.9
0.740648	1	0.963013	28797
0.947248	0.24865	0.576092	17226.9
1	0.104794	0.341185	10202.5
0.999999	0.161219	0.455442	13619.1
0.504248	0.714809	0.728245	21776.7
2.13958e-06	1.07404e-10	8.50468e-15	2.54315e-10
0.999638	0.000829968	0.00671573	200.82
0.994014	1	0.999982	29902.5
0.565007	1	0.887579	26541.3
1	0.507228	0.851532	25463.4
0.897266	1	0.994532	29739.5
0.934616	7.5544e-06	9.08047e-05	2.71533
0.433626	1.03919e-17	1.84488e-16	5.51675e-12
0.460923	0.790837	0.732379	21900.3
1	1	1	29903
0.929811	0.230033	0.543766	16260.2
0.999995	0.353333	0.720919	21557.6
0.451943	0.340802	0.442147	13221.5
0.384167	0.340821	0.397128	11875.3
0.748855	0.371947	0.634561	18975.3
0.992117	0.0946947	0.316137	9453.44
0.948899	1	0.998672	29863.3
0.929925	0.0241043	0.107548	3216.02
0.995089	0.016019	0.0819156	2449.52
0.967356	0.59807	0.895148	26767.6
0.639666	0.00196232	0.00964071	288.286
0.999683	7.87419e-10	1.72883e-08	0.000516971
0.925662	0.0589369	0.213233	6376.29
0.86444	0.00306007	0.0183448	548.564
0.285631	0.179686	0.203735	6092.3
0.147286	0.00195363	0.00263384	78.7598
0.346693	0.000975978	0.00304237	90.9759
0.269049	0.000978616	0.00243344	72.7671
0.98111	0.0191989	0.0936534	2800.52
