unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
0	0	0	0	0	0	nan	1
0	0	0	0	0	0	nan	2
0	0	0	0	0	0	nan	3
0	0	0	0	0	0	nan	4
0	0	0	0	0	0	nan	5
0	0	0	0	0	0	nan	6
0	0	0	0	0	0	nan	7
0	0	0	0	0	0	nan	8
0	0	0	0	0	0	nan	9
0	0	0	0	0	0	nan	10
0	0	0	0	0	0	nan	11
0	0	0	0	0	0	nan	12
0	0	0	0	0	0	nan	13
0	0	0	0	0	0	nan	14
0	0	0	0	0	0	nan	15
0	0	0	0	0	0	nan	16
0	0	0	0	0	0	nan	17
0	0	0	0	0	0	nan	18
0	0	0	0	0	0	nan	19
0	0	0	0	0	0	nan	20
0	0	0	0	0	0	nan	21
0	0	0	0	0	0	nan	22
0	0	0	0	0	0	nan	23
0	0	0	0	0	0	nan	24
0	0	0	0	0	0	nan	25
0	0	0	0	0	0	nan	26
0	0	0	0	0	0	nan	27
0	0	0	0	0	0	nan	28
0	0	0	0	0	0	nan	29
2	2	0	0	0	0	nan	30
2821	3240	0	0	0	0	nan	31
2882	3346	0	0	0	0	nan	32
2964	3492	0	0	0	0	nan	33
2984	3577	0	0	0	0	nan	34
3026	3642	0	0	0	0	nan	35
3041	3664	0	0	0	0	nan	36
3048	3677	0	0	0	0	nan	37
3048	3678	0	0	0	0	15.147	38
3050	3684	0	0	0	0	16583.5	39
3050	3684	0	0	0	0	21610.8	40
3050	3684	0	0	0	0	18302.1	41
3050	3684	0	0	0	0	18410.4	42
3050	3684	0	0	0	0	18686	43
3050	3685	0	0	0	0	23434.2	44
3050	3685	0	0	0	0	23853.4	45
3050	3685	0	0	0	0	18613.3	46
3050	3685	0	0	0	0	18979.3	47
3051	3685	0	0	0	0	23588.9	48
3051	3685	0	0	0	0	18989.2	49
3051	3686	0	0	0	0	23566.5	50
3051	3686	0	0	0	0	19018.8	51
3051	3686	0	0	0	0	19066.2	52
3051	3686	0	0	0	0	23980.5	53
3051	3686	0	0	0	0	19115.6	54
3051	3686	0	0	0	0	18853.9	55
3051	3686	0	0	0	0	24000.5	56
3051	3686	0	0	0	0	18662.7	57
