ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
1	0.750698	0.965962	28885.2
0.737049	0.723854	0.868706	25976.9
0.965711	1	0.999405	29885.2
0.90301	1	0.995137	29757.6
0.359934	0.793796	0.643646	19247
0.746438	0.805491	0.907132	27126
0.896377	1	0.994435	29736.6
1	0.730767	0.95998	28706.3
1	0.730705	0.95996	28705.7
1	0.736558	0.961773	28759.9
1	0.731579	0.960234	28713.9
0.742306	1	0.963508	28811.8
0.999999	2.51818e-06	3.49824e-05	1.04608
0.80374	0.108912	0.300751	8993.35
0.686086	0.621914	0.790098	23626.3
0.634783	1	0.923274	27608.7
0.953446	0.166604	0.451098	13489.2
0.923924	0.107958	0.329671	9858.16
0.963212	0.576645	0.882031	26375.4
0.999996	1	1	29903
0.760226	5.77382e-20	2.00036e-18	5.98169e-14
0.985536	0.584869	0.893975	26732.5
0.993471	0.628366	0.918406	27463.1
0.999966	0.61736	0.915105	27364.4
3.888e-05	0.0478528	2.64094e-05	0.789719
0.339031	1	0.705749	21104
0.704314	1	0.951198	28443.7
1	7.9624e-09	1.56449e-07	0.00467831
1	6.25424e-05	0.000667931	19.9732
1	0.0835342	0.290908	8699.02
0.465889	1	0.821738	24572.4
1	0.573853	0.89256	26690.2
0.582745	0.765847	0.806354	24112.4
0.585321	1	0.898816	26877.3
0.978229	1	0.999761	29895.9
0.0528656	0.60947	0.142901	4273.18
0.442554	1	0.803321	24021.7
0.62437	1	0.918456	27464.6
0.996702	0.803548	0.978715	29266.5
0.999965	1	1	29903
0.788508	1	0.975867	29181.4
0.853001	0.00136363	0.00902229	269.794
0.448409	0.00908725	0.0264982	792.375
0.915675	2.45809e-05	0.000263382	7.87592
0.999999	1.72809e-05	0.000206781	6.18337
1	0.00375492	0.024725	739.351
1	0.00375492	0.024725	739.351
0.999991	2.8809e-06	3.96334e-05	1.18516
0.999988	2.80833e-06	3.87066e-05	1.15744
0.999994	4.56243e-05	0.000501639	15.0005
0.341952	3.91984e-05	0.000163796	4.89799
0.986309	3.94998e-05	0.00043451	12.9932
0.864884	2.68096e-05	0.000270638	8.0929
0.483497	9.51036e-06	6.11097e-05	1.82736
0.284047	7.85541e-05	0.000261293	7.81345
0.526382	0.000159484	0.000871841	26.0707
0.410266	0.0133207	0.0339344	1014.74
0.732022	0.000209094	0.00149765	44.7844
0.207074	0.000110774	0.000267982	8.01348
0.459401	1.93052e-05	0.00011204	3.35032
0.999991	1.43855e-43	1.43347e-41	4.2865e-37
0.344373	0.0132499	0.029156	871.853
0.97982	7.39553e-08	1.26377e-06	0.0377904
