ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.772058	1	0.971786	29059.3
0.279238	1	0.63546	19002.2
0.999665	1	1	29903
0.993045	1	0.999976	29902.3
0.948267	1	0.998638	29862.3
0.62773	0.793112	0.845086	25270.6
0.986741	1	0.999912	29900.4
0.889004	1	0.993598	29711.6
0.921547	1	0.996839	29808.5
0.262178	0.609899	0.453033	13547.1
0.645025	0.542321	0.717239	21447.6
0.000235307	0.542321	0.00127185	38.0321
1.82982e-07	0.560777	1.75388e-06	0.0524462
5.38497e-06	0.592933	4.3598e-05	1.30371
0.015753	0.54232	0.0492312	1472.16
0.943221	1	0.998357	29853.9
0.999948	1	1	29903
1	1	1	29903
1	0.135803	0.406941	12168.8
0.714953	1	0.954847	28552.8
0.999997	1	1	29903
0.986388	0.297266	0.652952	19525.2
0.201142	1	0.523722	15660.9
1	6.0774e-24	3.3096e-22	9.89669e-18
0.964415	1	0.999359	29883.8
0.884073	1	0.993005	29693.8
0.457379	1	0.81516	24375.7
7.27939e-07	1	1.10159e-05	0.329409
0.106677	1	0.345414	10328.9
0.714092	0.626611	0.807291	24140.4
0.99575	0.0137262	0.0723401	2163.19
0.998716	0.0143234	0.0750606	2244.54
0.96032	0.0228656	0.105809	3164
0.999835	0.0227127	0.108662	3249.33
0.898432	0.0196595	0.0889549	2660.02
0.84552	0.0337786	0.130114	3890.79
0.198983	0.0262198	0.0326382	975.98
0.628414	0.0255395	0.0823668	2463.01
0.802454	0.0241334	0.0957498	2863.21
0.969333	0.0122706	0.0646063	1931.92
0.999909	0.0118554	0.0644288	1926.62
0.999878	0.00627666	0.0381012	1139.34
0.7922	0.00768347	0.0371396	1110.59
0.898109	0.105229	0.317457	9492.92
0.41859	1	0.783124	23417.8
0.69341	0.00035958	0.00231801	69.3155
2.49037e-15	0	0	0
1	0.000152843	0.00149574	44.7271
0.787815	0.0788963	0.234831	7022.15
0.705161	0.106023	0.268656	8033.62
0.709864	0.106034	0.269968	8072.85
0.26513	0.106037	0.128521	3843.17
0.429087	0.106055	0.186118	5565.5
0.485606	0.141048	0.252127	7539.35
0.493769	0.569353	0.637865	19074.1
0.356179	0.141086	0.200541	5996.77
0.604	0.0100269	0.0369835	1105.92
0.978133	0.000127817	0.00124859	37.3367
0.370183	2.09236e-07	1.34568e-06	0.0402398
0.999999	3.01135e-52	3.60253e-50	1.07726e-45
0.984606	7.55843e-10	1.63865e-08	0.000490005
0.651898	0.00945437	0.0375291	1122.23
0.999993	1.90182e-42	1.846e-40	5.52011e-36
0.581236	1	0.896614	26811.4
0.976538	1	0.999723	29894.7
0.546218	1	0.876536	26211.1
0.999962	0.937263	0.997987	29842.8
0.999914	0.878873	0.992339	29673.9
0.888141	1	0.993497	29708.5
0.786393	0.15003	0.370137	11068.2
0.672387	0.000418319	0.00258101	77.1799
0.893974	0.324111	0.64867	19397.2
0.524852	1	0.863192	25812
0.450765	7.59069e-08	6.22411e-07	0.018612
0.757515	0.0219	0.08459	2529.49
